id,commune,province,region,latitude,longitude,osm_id
967,Oulad Boughadi,Khouribga,Béni Mellal-Khénifra,33.069042,-6.716705,2879634
968,Oulad Bourima,Taza,Fès-Meknès,34.409582,-3.79775,2754000
969,Oulad Boussaken,Rehamna,Marrakech-Safi,32.557292,-8.141081,2846730
970,Oulad Cebbah,Berrechid,Casablanca-Settat,33.27251,-7.325876,2822710
971,Oulad Chbana,Settat,Casablanca-Settat,33.074457,-7.394184,2879956
972,Oulad Cherki,El Kelâa des Sraghna,Marrakech-Safi,32.282329,-7.439377,2881874
973,Oulad Chrif,Taza,Fès-Meknès,34.283132,-4.168305,3551347
974,Oulad Dahou,Inezgane-Aït Melloul,Souss-Massa,30.372972,-9.316066,2758291
975,Oulad Daoud,Taounate,Fès-Meknès,34.431368,-4.770166,2755028
976,Oulad Daoud Zkhanine,Berkane,Oriental,35.013572,-2.570833,2457843
977,Oulad El Garne,El Kelâa des Sraghna,Marrakech-Safi,32.129318,-7.33447,2881958
978,Oulad Fares,Khouribga,Béni Mellal-Khénifra,32.772353,-7.160381,2880003
979,Oulad Fares El Halla,Fquih Ben Salah,Béni Mellal-Khénifra,32.515836,-7.094341,2879990
980,Oulad Fennane,Khouribga,Béni Mellal-Khénifra,33.092036,-6.518518,2879661
981,Oulad Freiha,Settat,Casablanca-Settat,32.612336,-7.611053,2879961
982,Oulad Frej,El Jadida,Casablanca-Settat,33.008836,-8.17299,2822986
983,Oulad Ftata,Khouribga,Béni Mellal-Khénifra,33.177196,-6.641567,2879637
984,Oulad Gnaou,Béni Mellal,Béni Mellal-Khénifra,32.322213,-6.538304,2882578
985,Oulad Gouaouch,Béni Mellal,Béni Mellal-Khénifra,32.726974,-6.332361,2879730
986,Oulad H'Cine,Sidi Slimane,Rabat-Salé-Kénitra,34.415275,-5.803583,2813788
987,Oulad Hamdane,El Jadida,Casablanca-Settat,33.132377,-8.258808,2806097
988,Oulad Hassoun,Marrakech,Marrakech-Safi,31.636498,-7.811647,2824269
989,Oulad Hassoune Hamri,Rehamna,Marrakech-Safi,32.292331,-7.885613,2881794
990,Oulad Hcine,El Jadida,Casablanca-Settat,33.052574,-8.483022,2806125
991,Oulad Imloul,El Kelâa des Sraghna,Marrakech-Safi,32.086699,-7.841832,2881849
992,Oulad Khallouf,El Kelâa des Sraghna,Marrakech-Safi,31.791839,-7.065586,2881889
993,Oulad M'Barek,Béni Mellal,Béni Mellal-Khénifra,32.290523,-6.492268,2882581
994,Oulad M'Hamed,Khouribga,Béni Mellal-Khénifra,33.116267,-6.982064,2822792
995,Oulad M'Hammed,Guercif,Oriental,33.529515,-3.063785,2814413
996,Oulad M'Rabet,Chichaoua,Marrakech-Safi,31.601761,-9.18495,2821108
997,Oulad Massaoud,El Kelâa des Sraghna,Marrakech-Safi,32.227516,-7.170416,2881972
998,Oulad Mimoun,Moulay Yacoub,Fès-Meknès,34.233438,-5.043624,2813725
999,Oulad Mkoudou,Sefrou,Fès-Meknès,33.778051,-4.514197,2816241
1000,Oulad Moumna,Chichaoua,Marrakech-Safi,31.457421,-9.025125,2830881
1001,Oulad Msabbel,El Kelâa des Sraghna,Marrakech-Safi,32.307718,-7.230554,2881964
1002,Oulad Mtaa,Al Haouz,Marrakech-Safi,31.319456,-8.272034,3534187
1003,Oulad Nacer,Fquih Ben Salah,Béni Mellal-Khénifra,32.256261,-6.774211,2882516
1004,Oulad Nouel,Sidi Kacem,Rabat-Salé-Kénitra,34.498476,-5.661754,2827069
1005,Oulad Ouchih,Larache,Tanger-Tétouan-Al Hoceïma,35.067852,-5.97127,2563441
1006,Oulad Rahmoune,El Jadida,Casablanca-Settat,33.180631,-8.334241,2806099
1007,Oulad Said l'Oued,Fquih Ben Salah,Béni Mellal-Khénifra,32.596561,-6.462699,2882589
1008,Oulad Salah,Nouaceur,Casablanca-Settat,33.356157,-7.676715,2522563
1009,Oulad Salmane,Safi,Marrakech-Safi,32.11952,-9.205934,2827797
1010,Oulad Saïd,Settat,Casablanca-Settat,32.960405,-7.809949,2866435
1011,Oulad Sbaita,Sidi Bennour,Casablanca-Settat,32.668083,-8.802909,2823063
1012,Oulad Sbih,El Kelâa des Sraghna,Marrakech-Safi,32.05246,-7.525969,2881857
1013,Oulad Sghir,Settat,Casablanca-Settat,32.853148,-7.577929,2879997
1014,Oulad Si Bouhya,Sidi Bennour,Casablanca-Settat,32.725176,-8.347471,2823034
1015,Oulad Sidi Ali Ben Youssef,El Jadida,Casablanca-Settat,33.011101,-8.121128,2822987
1016,Oulad Slama,Kénitra,Rabat-Salé-Kénitra,34.343118,-6.491718,2804274
1017,Oulad Tayeb,Fès,Fès-Meknès,33.918868,-4.955278,2805270
1018,Oulad Yaacoub,El Kelâa des Sraghna,Marrakech-Safi,32.018655,-7.296644,2881953
1019,Oulad Yahia Lagraire,Zagora,Drâa-Tafilalet,30.509898,-6.240687,2884976
1020,Oulad Yahya Louta,Benslimane,Casablanca-Settat,33.544536,-7.17697,2522582
1021,Oulad Zarrad,El Kelâa des Sraghna,Marrakech-Safi,32.112817,-7.660715,2881856
1022,Oulad Zbair,Taza,Fès-Meknès,34.297607,-4.294311,2758246
1023,Oulad Ziyane,Nouaceur,Casablanca-Settat,33.408142,-7.432492,5183541
1024,Oulad Zmam,Fquih Ben Salah,Béni Mellal-Khénifra,32.382479,-6.729956,2882567
1025,Ouled Aissa,Taroudant,Souss-Massa,30.543636,-8.613769,2889065
1026,Ouled Bourahmoune,Fquih Ben Salah,Béni Mellal-Khénifra,32.289663,-6.692606,2882562
1027,Ouled Dlim,Youssoufia,Marrakech-Safi,31.902794,-8.302263,2824263
1028,Ouled Ghanem,Sidi Bennour,Casablanca-Settat,32.809749,-8.855596,2823055
1029,Ouled Ghziyel,Jerada,Oriental,33.859819,-2.531361,2528001
1030,Ouled M'Rah,Settat,Casablanca-Settat,32.913051,-7.267324,2880015
1031,Ouled Settout,Nador,Oriental,34.920008,-2.737635,2502039
1032,Ouled Sidi Abdelhakem,Jerada,Oriental,33.974111,-1.775856,2528003
1033,Ouled Teima,Inezgane-Aït Melloul,Souss-Massa,30.387837,-9.197249,2835875
1034,Ouled Yaïch,Béni Mellal,Béni Mellal-Khénifra,32.427925,-6.336503,2882585
1035,Ouled Youssef,Fquih Ben Salah,Béni Mellal-Khénifra,32.565578,-6.487238,2882586
1036,Ouled Zidane,Berrechid,Casablanca-Settat,33.355303,-7.358869,2822697
1037,Oulmes,Khemisset,Rabat-Salé-Kénitra,33.390977,-5.991896,2808309
1038,Oum Dreyga,Aousserd,Dakhla-Oued Ed-Dahab,24.08394,-13.487122,3679557
1039,Oum El Guerdane,Tata,Souss-Massa,29.402917,-7.80157,2885801
1040,Oum Rabia,Khénifra,Béni Mellal-Khénifra,33.072671,-5.433147,2875668
1041,Oumazza,Skhirate-Témara,Rabat-Salé-Kénitra,33.82432,-6.783291,2800689
1042,Ounagha,Essaouira,Marrakech-Safi,31.501356,-9.623359,2821035
1043,Ouneine,Al Haouz,Marrakech-Safi,30.850948,-8.158308,2890517
1044,Ounnana,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.665851,-5.363624,2810046
1045,Ourdana,Driouch,Oriental,35.066733,-3.41925,2428509
1046,Ourika,Al Haouz,Marrakech-Safi,31.331963,-7.779304,3535324
1047,Ourtzagh,Taounate,Fès-Meknès,34.513127,-4.94611,3549821
1048,Outabouabane,Taounate,Fès-Meknès,34.242266,-4.403094,2805312
1049,Outat El Haj,Taza,Fès-Meknès,33.34025,-3.702758,2817792
1050,Outerbat,Tinghir,Drâa-Tafilalet,32.113358,-5.201319,2827185
1051,Ouzioua,Al Haouz,Marrakech-Safi,30.747341,-7.997941,2888848
1052,Rabat,Rabat,Rabat-Salé-Kénitra,33.967124,-6.846021,2799215
1053,Rahhala,Chichaoua,Marrakech-Safi,31.343598,-9.063589,2830890
1054,Ras Ain Rhamna,Marrakech,Marrakech-Safi,31.700974,-7.638976,2881840
1055,Ras Al Ain,Settat,Casablanca-Settat,32.991579,-7.416807,2879954
1056,Ras Asfour,Oujda-Angad,Oriental,34.53009,-1.837529,2527995
1057,Ras El Ain,Youssoufia,Marrakech-Safi,31.950284,-8.485296,2827873
1058,Ras El Ma,Berkane,Oriental,35.114767,-2.412246,2443018
1059,Ras El Oued,Taounate,Fès-Meknès,34.339269,-4.557523,2755011
1060,Ras Ijerri,Meknès,Fès-Meknès,33.797748,-5.720721,2808110
1061,Ras Laksar,Taza,Fès-Meknès,33.949169,-3.796799,2816193
1062,Ras Tabouda,Sefrou,Fès-Meknès,34.031198,-4.749487,2808827
1063,Rass Oumlil,Tan-Tan,Guelmim-Oued Noun,28.65487,-10.785738,2885951
1064,Ratba,Taounate,Fès-Meknès,34.770112,-4.883733,3549850
1065,Rbaa El Fouki,Taza,Fès-Meknès,34.390036,-4.269291,2758243
1066,Rdadna Oulad Malek,Benslimane,Casablanca-Settat,33.352045,-7.246429,2522577
1067,Reggada,Tiznit,Souss-Massa,29.523056,-9.674879,2888245
1068,Rfala,Azilal,Béni Mellal-Khénifra,32.131423,-6.880997,2887235
1069,Rghioua,Taounate,Fès-Meknès,34.531112,-4.601662,2754986
1070,Riah,Berrechid,Casablanca-Settat,33.173303,-7.394186,2822773
1071,Rima,Settat,Casablanca-Settat,32.794367,-7.40613,2879999
1072,Rislane,Berkane,Oriental,34.70333,-2.462138,2502038
1073,Rissana Chamalia,Larache,Tanger-Tétouan-Al Hoceïma,35.265987,-5.948056,2563444
1074,Rissana Janoubia,Larache,Tanger-Tétouan-Al Hoceïma,35.171387,-5.978342,2563443
1075,Rommani,Skhirate-Témara,Rabat-Salé-Kénitra,33.526063,-6.604327,2808254
1076,Rouached,Fquih Ben Salah,Béni Mellal-Khénifra,32.928534,-6.278834,2879773
1077,Rouadi,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,35.160411,-4.171209,2440717
1078,Saadla,Safi,Marrakech-Safi,32.34182,-9.107334,2827830
1079,Sabaa Aiyoun,Meknès,Fès-Meknès,33.897751,-5.364651,2759251
1080,Sabbah,Skhirate-Témara,Rabat-Salé-Kénitra,33.804193,-7.025832,2498876
1081,Saddina,Tétouan,Tanger-Tétouan-Al Hoceïma,35.629856,-5.446373,2752874
1082,Safi,Safi,Marrakech-Safi,32.264918,-9.231236,2827820
1083,Sahel Chamali,Larache,Tanger-Tétouan-Al Hoceïma,35.385114,-6.045976,2806011
1084,Sahel Oulad H'riz,Nouaceur,Casablanca-Settat,33.348571,-7.839589,2866410
1085,Sahtryine,Tétouan,Tanger-Tétouan-Al Hoceïma,35.487333,-5.47623,2826523
1086,Saidate,Chichaoua,Marrakech-Safi,31.368411,-8.823483,2830945
1087,Saidia,Berkane,Oriental,35.090766,-2.267375,2442917
1088,Saka,Guercif,Oriental,34.547266,-3.251404,2754004
1089,Salé,Salé,Rabat-Salé-Kénitra,34.015832,-6.764609,2801066
1090,Saniat Berguig,Sidi Bennour,Casablanca-Settat,32.69118,-8.608288,2823072
1091,Saâda,Marrakech,Marrakech-Safi,31.618772,-8.132157,2824277
1092,Sbouya,Sidi Ifni,Guelmim-Oued Noun,29.172105,-10.27027,2885998
1093,Sebaâ Rouadi,Moulay Yacoub,Fès-Meknès,34.075766,-5.134518,2808803
1094,Sebt Aït Rahou,Khemisset,Rabat-Salé-Kénitra,33.293545,-6.273696,2826618
1095,Sebt Ennabour,Tiznit,Souss-Massa,29.420627,-9.58999,2888304
1096,Sebt Gzoula,Safi,Marrakech-Safi,32.122188,-9.086895,2827812
1097,Sebt Loudaya,Moulay Yacoub,Fès-Meknès,34.213594,-5.344677,2808806
1098,Sebt Saiss,Sidi Bennour,Casablanca-Settat,32.772048,-8.631949,2823067
1099,Sefrou,Sefrou,Fès-Meknès,33.826949,-4.828252,2808834
1100,Sefsaf,Sidi Slimane,Rabat-Salé-Kénitra,34.55316,-6.013944,2753067
1101,Selfat,Sidi Kacem,Rabat-Salé-Kénitra,34.236658,-5.485373,2813756
1102,Selouane,Nador,Oriental,35.046683,-2.963101,2457863
1103,Semguet,Béni Mellal,Béni Mellal-Khénifra,32.638746,-6.19096,2882882
1104,Senada,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,35.085195,-4.205921,2444641
1105,Serghina,Boulemane,Fès-Meknès,33.305966,-4.482844,2817719
1106,Settat,Settat,Casablanca-Settat,32.99793,-7.627997,2879955
1107,Sfafaa,Sidi Slimane,Rabat-Salé-Kénitra,34.331245,-5.985516,2819609
1108,Sfassif,Khemisset,Rabat-Salé-Kénitra,33.922192,-5.836836,2808156
1109,Sgamna,Khouribga,Béni Mellal-Khénifra,32.731869,-7.187638,2880002
1110,Shoul,Salé,Rabat-Salé-Kénitra,33.915649,-6.618243,2498880
1111,Si Hsaien Ben Abderrahmane,El Jadida,Casablanca-Settat,33.099293,-8.159232,2806102
1112,Sid Zouine,Marrakech,Marrakech-Safi,31.64383,-8.372743,2824266
1113,Sidi Aayad,Midelt,Drâa-Tafilalet,32.312188,-4.631209,2827130
1114,Sidi Abdallah,Rehamna,Marrakech-Safi,32.596654,-7.825759,2881796
1115,Sidi Abdallah El Bouchouari,Chtouka-Aït Baha,Souss-Massa,29.898014,-9.32919,2832957
1116,Sidi Abdallah Ghiat,Marrakech,Marrakech-Safi,31.510925,-7.842415,3535311
1117,Sidi Abdallah Ou Belaid,Tiznit,Souss-Massa,29.296792,-9.602867,2888312
1118,Sidi Abdallah al Khayat,Moulay Yacoub,Fès-Meknès,34.03451,-5.374042,2813773
1119,Sidi Abdeljalil,Safi,Marrakech-Safi,31.818012,-9.322102,2821066
1120,Sidi Abdelkhaleq,Settat,Casablanca-Settat,33.082568,-8.022442,2822994
1121,Sidi Abdelkrim,Berrechid,Casablanca-Settat,33.177922,-7.260419,2822776
1122,Sidi Abdellah Ou Said,Taroudant,Souss-Massa,30.802867,-8.690043,2888993
1123,Sidi Abdelmoumen,Chichaoua,Marrakech-Safi,31.284171,-8.980426,2830891
1124,Sidi Abderrazak,Khemisset,Rabat-Salé-Kénitra,34.026496,-6.145978,3544644
1125,Sidi Abed,El Jadida,Casablanca-Settat,33.030205,-8.646935,2806124
1126,Sidi Ahmed Benaissa,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.721086,-5.826581,2810023
1127,Sidi Ahmed Cherif,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.560254,-5.297515,2753148
1128,Sidi Ahmed El Khadir,El Kelâa des Sraghna,Marrakech-Safi,32.501683,-7.371496,2879974
1129,Sidi Ahmed Essayeh,Essaouira,Marrakech-Safi,31.248944,-9.776418,2821165
1130,Sidi Ahmed Laaroussi,Es-Semara,Laâyoune-Sakia El Hamra,27.071952,-12.038646,3666522
1131,Sidi Ahmed Ou Abdellah,Taroudant,Souss-Massa,30.330297,-8.608092,3541026
1132,Sidi Ahmed Ou Amar,Taroudant,Souss-Massa,30.412172,-9.125868,2835876
1133,Sidi Ahmed Ou Moussa,Tiznit,Souss-Massa,29.511666,-9.499139,2888791
1134,Sidi Aissa,Safi,Marrakech-Safi,32.414571,-8.904113,2827831
1135,Sidi Aissa Ben Ali,Fquih Ben Salah,Béni Mellal-Khénifra,32.342807,-6.651421,2882563
1136,Sidi Aissa Ben Slimane,El Kelâa des Sraghna,Marrakech-Safi,31.948919,-7.186647,2881934
1137,Sidi Aissa Regragui,Essaouira,Marrakech-Safi,31.68205,-9.350044,2821097
1138,Sidi Al Kamel,Sidi Slimane,Rabat-Salé-Kénitra,34.553673,-6.20749,2812422
1139,Sidi Ali,Zagora,Drâa-Tafilalet,30.595176,-4.747542,2884744
1140,Sidi Ali Belkassem,Guercif,Oriental,33.990913,-3.0129,2759209
1141,Sidi Ali Ben Hamdouche,El Jadida,Casablanca-Settat,33.29765,-8.268751,3549781
1142,Sidi Ali El Korati,Essaouira,Marrakech-Safi,31.808872,-9.423565,2821065
1143,Sidi Ali Labrahla,Rehamna,Marrakech-Safi,32.193969,-8.003459,2881805
1144,Sidi Ali bourakba,Driouch,Oriental,34.823711,-3.716384,2754005
1145,Sidi Allal El Bahraoui,Kénitra,Rabat-Salé-Kénitra,34.002243,-6.52705,2804290
1146,Sidi Allal Lamsadder,Khemisset,Rabat-Salé-Kénitra,33.884436,-6.149813,2808168
1147,Sidi Allal Tazi,Kénitra,Rabat-Salé-Kénitra,34.570627,-6.264343,2753069
1148,Sidi Amar,Khénifra,Béni Mellal-Khénifra,32.918027,-5.80112,2826616
1149,Sidi Ameur Al Hadi,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.79605,-5.837876,2810013
1150,Sidi Azzouz,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.54028,-5.748943,2827070
1151,Sidi Badhaj,Al Haouz,Marrakech-Safi,31.337307,-8.212538,3534185
1152,Sidi Bennour,Sidi Bennour,Casablanca-Settat,32.654958,-8.429239,2823035
1153,Sidi Bettache,Benslimane,Casablanca-Settat,33.510658,-6.874409,2522572
1154,Sidi Bibi,Inezgane-Aït Melloul,Souss-Massa,30.226825,-9.539751,2832910
1155,Sidi Boaal,Tata,Souss-Massa,30.014998,-8.43848,2875721
1156,Sidi Borja,Taroudant,Souss-Massa,30.428813,-8.831561,2835924
1157,Sidi Bou Othmane,Marrakech,Marrakech-Safi,31.911094,-7.945219,2881813
1158,Sidi Bouabdelli,Tiznit,Souss-Massa,29.478075,-9.824923,2888240
1159,Sidi Boubker,Oujda-Angad,Oriental,34.471689,-1.739641,2528005
1160,Sidi Boubker,Marrakech,Marrakech-Safi,31.849965,-7.750406,2881838
1161,Sidi Boubker El Haj,Larache,Tanger-Tétouan-Al Hoceïma,34.922667,-6.050153,2753071
1162,Sidi Bouhria,Berkane,Oriental,34.694593,-2.318836,2502037
1163,Sidi Bouknadel,Salé,Rabat-Salé-Kénitra,34.119582,-6.739084,2498879
1164,Sidi Boulaalam,Essaouira,Marrakech-Safi,31.686683,-9.284949,2821095
1165,Sidi Boulenouar,Jerada,Oriental,34.51723,-2.113167,2528325
1166,Sidi Boulkhalf,Azilal,Béni Mellal-Khénifra,31.68599,-6.844411,2887326
1167,Sidi Boumehdi,Settat,Casablanca-Settat,32.691879,-7.336267,2880000
1168,Sidi Boumoussa,Inezgane-Aït Melloul,Souss-Massa,30.382637,-9.248591,2835873
1169,Sidi Bousber,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.570745,-5.381842,2753149
1170,Sidi Boushab,Chtouka-Aït Baha,Souss-Massa,30.085842,-9.306225,2832961
1171,Sidi Boutayeb,Boulemane,Fès-Meknès,33.05353,-4.007547,2817784
1172,Sidi Boutmim,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,34.928518,-4.266844,2470157
1173,Sidi Bouzid Arragragui,Chichaoua,Marrakech-Safi,31.487543,-8.77941,2830960
1174,Sidi Bouzineb,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,34.818817,-4.096258,2507405
1175,Sidi Chiker,Chichaoua,Marrakech-Safi,31.823208,-8.596504,2827860
1176,Sidi Dahmane,Taroudant,Souss-Massa,30.511124,-8.78606,2889046
1177,Sidi Daoud,Moulay Yacoub,Fès-Meknès,34.260305,-5.167475,2813736
1178,Sidi Eddahbi,Khouribga,Béni Mellal-Khénifra,33.059482,-7.17109,2822793
1179,Sidi El Abed,Moulay Yacoub,Fès-Meknès,34.316888,-5.026892,2755085
1180,Sidi El Ghandour,Khemisset,Rabat-Salé-Kénitra,33.867146,-6.005059,2808191
1181,Sidi El Hattab,El Kelâa des Sraghna,Marrakech-Safi,32.345323,-7.322195,2881963
1182,Sidi El Jazouli,Essaouira,Marrakech-Safi,31.341729,-9.530296,2820938
1183,Sidi El Makhfi,Ifrane,Fès-Meknès,33.257683,-5.336801,2819479
1184,Sidi El Mekki,Berrechid,Casablanca-Settat,33.237112,-7.656057,2821549
1185,Sidi El Mokhfi,Taounate,Fès-Meknès,34.655265,-4.797193,2754996
1186,Sidi El Mokhtar,Chichaoua,Marrakech-Safi,31.597229,-9.037853,2821115
1187,Sidi Ettiji,Safi,Marrakech-Safi,32.147946,-8.904818,2827852
1188,Sidi Ghanem,Chichaoua,Marrakech-Safi,31.13282,-8.784813,2830923
1189,Sidi Ghanem,Rehamna,Marrakech-Safi,32.692521,-7.974056,2881797
1190,Sidi Ghaneme,Essaouira,Marrakech-Safi,31.2864,-9.468062,2820937
1191,Sidi H'Mad Ou Hamed,Essaouira,Marrakech-Safi,31.345893,-9.679169,2820944
1192,Sidi H'Saine Ou Ali,Tiznit,Souss-Massa,29.357457,-9.73556,2888349
1193,Sidi Haj M’hamed,Taounate,Fès-Meknès,34.760934,-4.988846,3658360
1194,Sidi Hajjaj,Settat,Casablanca-Settat,32.919997,-7.32787,2880012
1195,Sidi Hajjaj Oued Hassar,Casablanca,Casablanca-Settat,33.51597,-7.429037,2522568
1196,Sidi Hammadi,Béni Mellal,Béni Mellal-Khénifra,32.270029,-6.579465,2882580
1197,Sidi Hcine,Khénifra,Béni Mellal-Khénifra,33.037125,-6.035967,2826622
1198,Sidi Hmad Ou M'Barek,Agadir-Ida Ou Tanane,Souss-Massa,30.844898,-9.698078,2820880
1199,Sidi Hrazem,Fès,Fès-Meknès,34.007349,-4.87235,2799593
1200,Sidi Hsaine,Tata,Souss-Massa,30.458504,-7.739183,2888828
1201,Sidi Ifni,Sidi Ifni,Guelmim-Oued Noun,29.377452,-10.166943,2886004
1202,Sidi Ishaq,Essaouira,Marrakech-Safi,31.860818,-9.454915,2821064
1203,Sidi Jaber,Béni Mellal,Béni Mellal-Khénifra,32.34617,-6.452515,2882577
1204,Sidi Kacem,Sidi Kacem,Rabat-Salé-Kénitra,34.222276,-5.715238,2813778
1205,Sidi Kaouki,Essaouira,Marrakech-Safi,31.387901,-9.729321,2820946
1206,Sidi Laaroussi,Chichaoua,Marrakech-Safi,31.814723,-9.150734,2821069
1207,Sidi Lahsen,Taourirt,Oriental,34.03571,-2.665684,2814418
1208,Sidi Lamine,Khénifra,Béni Mellal-Khénifra,32.874583,-5.976647,2826615
1209,Sidi Lyamani,Larache,Tanger-Tétouan-Al Hoceïma,35.372459,-5.968151,3544663
1210,Sidi M'Bark,Sidi Ifni,Guelmim-Oued Noun,29.289319,-9.836944,2886016
1211,Sidi M'Hamed Akhdim,Sidi Bennour,Casablanca-Settat,32.802487,-8.758063,2823053
1212,Sidi M'Hamed Ben Lahcen,Taounate,Fès-Meknès,34.226753,-4.640286,2805310
1213,Sidi M'Hamed Chelh,Sidi Slimane,Rabat-Salé-Kénitra,34.476121,-5.7804,2827068
1214,Sidi M'Hamed Dalil,Chichaoua,Marrakech-Safi,31.39783,-8.685886,2830948
1215,Sidi M'Hamed Ou Marzouq,Chichaoua,Marrakech-Safi,31.734565,-9.054447,2821104
1216,Sidi Mansour,Rehamna,Marrakech-Safi,32.450701,-8.090066,2881793
1217,Sidi Mohamed Ben Mansour,Kénitra,Rabat-Salé-Kénitra,34.687723,-6.298387,5962436
1218,Sidi Mohamed Lahmar,Larache,Tanger-Tétouan-Al Hoceïma,34.745421,-6.213862,2753079
1219,Sidi Mohammed Ben Rahal,Settat,Casablanca-Settat,32.736764,-7.774632,2879964
1220,Sidi Moussa,El Kelâa des Sraghna,Marrakech-Safi,32.253439,-7.175033,2881965
1221,Sidi Moussa Ben Ali,Mohammedia,Casablanca-Settat,33.552561,-7.363666,2522566
1222,Sidi Moussa El Majdoub,Mohammedia,Casablanca-Settat,33.628893,-7.363095,2522575
1223,Sidi Moussa Lamhaya,Oujda-Angad,Oriental,34.584262,-2.120541,2528324
1224,Sidi Moussa Lhamri,Taroudant,Souss-Massa,30.503004,-9.1646,2835862
1225,Sidi Mzal,Chtouka-Aït Baha,Souss-Massa,29.863001,-8.893249,2875702
1226,Sidi Ouaaziz,Taroudant,Souss-Massa,30.766902,-8.315352,2890501
1227,Sidi Ouassay,Inezgane-Aït Melloul,Souss-Massa,30.05443,-9.652938,2832946
1228,Sidi Rahal Chatai,Nouaceur,Casablanca-Settat,33.439753,-7.956969,2806134
1229,Sidi Rahhal,El Kelâa des Sraghna,Marrakech-Safi,31.65401,-7.476841,2881877
1230,Sidi Redouane,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.673819,-5.456384,2810039
1231,Sidi Slimane,Sidi Slimane,Rabat-Salé-Kénitra,34.263955,-5.922292,15791088
1232,Sidi Slimane Echcharaa,Berkane,Oriental,34.909538,-2.353979,2457839
1233,Sidi Slimane Moul Al Kifane,Meknès,Fès-Meknès,33.841024,-5.446842,2808055
1234,Sidi Smaïl,Sidi Bennour,Casablanca-Settat,32.883055,-8.540314,2823019
1235,Sidi Taibi,Kénitra,Rabat-Salé-Kénitra,34.183393,-6.651441,2804282
1236,Sidi Yacoub,El Kelâa des Sraghna,Marrakech-Safi,31.632364,-7.122668,2887283
1237,Sidi Yahya Bni Zeroual,Taounate,Fès-Meknès,34.678081,-4.985905,2753145
1238,Sidi Yahya Ou Saad,Khénifra,Béni Mellal-Khénifra,32.6036,-5.600195,2882836
1239,Sidi Yahya Ou Youssef,Khénifra,Béni Mellal-Khénifra,32.440868,-5.422502,2826606
1240,Sidi Yahya Zaer,Skhirate-Témara,Rabat-Salé-Kénitra,33.704262,-6.883452,2498869
1241,Sidi Yahya du Gharb,Kénitra,Rabat-Salé-Kénitra,34.307692,-6.293584,2804276
1242,Sidi Youssef Ben Ahmed,Sefrou,Fès-Meknès,33.845278,-4.781003,2808835
1243,Sidi el Aïdi,Settat,Casablanca-Settat,33.091148,-7.653754,2822739
1244,Siroua,Ouarzazate,Drâa-Tafilalet,30.722151,-7.346148,2887671
1245,Skhirate,Skhirate-Témara,Rabat-Salé-Kénitra,33.846949,-7.056549,2498873
1246,Skhour Rhamna,Rehamna,Marrakech-Safi,32.469962,-7.978823,2881795
1247,Skoura Ahl El Oust,Ouarzazate,Drâa-Tafilalet,31.049956,-6.491986,2887625
1248,Skoura Lhadra,Rehamna,Marrakech-Safi,32.47048,-7.759424,2881870
1249,Skoura M'Daz,Boulemane,Fès-Meknès,33.543275,-4.559825,2817780
1250,Smara,Es-Semara,Laâyoune-Sakia El Hamra,26.741145,-11.679297,3666523
1251,Smimou,Essaouira,Marrakech-Safi,31.226091,-9.696464,2820908
1252,Smià,Taza,Fès-Meknès,34.00572,-4.290634,2810072
1253,Souaken,Larache,Tanger-Tétouan-Al Hoceïma,35.117775,-5.941457,2563442
1254,Soualem Trifiya,Nouaceur,Casablanca-Settat,33.454557,-7.864684,5183525
1255,Souihla,Marrakech,Marrakech-Safi,31.613561,-8.200995,2824274
1256,Souk El Arba Du Gharb,Sidi Slimane,Rabat-Salé-Kénitra,34.675544,-5.996815,2753078
1257,Souk Kdim,Fahs-Anjra,Tanger-Tétouan-Al Hoceïma,35.60621,-5.524095,2752875
1258,Souk L'Qolla,Ouezzane,Tanger-Tétouan-Al Hoceïma,35.113055,-5.599554,2806008
1259,Souk Lakhmis Dades,Tinghir,Drâa-Tafilalet,31.24088,-5.995247,2887518
1260,Souk Sebt Oulad Nemma,Fquih Ben Salah,Béni Mellal-Khénifra,32.292773,-6.706521,2882559
1261,Souk Tlet El Gharb,Sidi Slimane,Rabat-Salé-Kénitra,34.653892,-6.166531,2753068
1262,Souk Tolba,Larache,Tanger-Tétouan-Al Hoceïma,35.075285,-5.85938,2563447
1263,Sour El Aaz,El Kelâa des Sraghna,Marrakech-Safi,31.849559,-7.050194,2881890
1264,Stehat,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.297278,-5.015607,2533868
1265,Sti Fadma,Al Haouz,Marrakech-Safi,31.236798,-7.710216,3535438
1266,Tabant,Azilal,Béni Mellal-Khénifra,31.661352,-6.328153,2887314
1267,Tabaroucht,Béni Mellal,Béni Mellal-Khénifra,32.133727,-6.196944,2887227
