rang,Commune,Province,Region_std,n_cas,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct,DECISION_HUMAINE
609,Imgharne,Ouarzazate,Drâa-Tafilalet,1,Idelsane,0.5,Ighzrane,0.75,Taza,87.87267080745342,
610,Imgoune,Taroudant,Souss-Massa,1,Bigoudine,0.75,Imsouane,0.8,Agadir-Ida Ou Tanane,87.88819875776397,
611,Imouzar Kendr,Sefrou,Fès-Meknès,1,Imouzzer Kandar,0.786,Imouzzer Kandar,0.786,Sefrou,87.90372670807453,
612,Imzilne,Tinghir,Drâa-Tafilalet,1,Imider,0.615,Idmine,0.769,Agadir-Ida Ou Tanane,87.9192546583851,
613,Irguita,Taroudant,Souss-Massa,1,Igli,0.545,Tizguite,0.667,Ifrane,87.93478260869566,
614,Issakssi,Azilal,Béni Mellal-Khénifra,1,Tisqi,0.462,Isseksi,0.8,Béni Mellal,87.95031055900621,
615,Iwareden,Azilal,Béni Mellal-Khénifra,1,Aït Majden,0.556,Mibladen,0.625,Midelt,87.96583850931677,
616,Jabriénne,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Aïn Béida,0.333,Jabria,0.667,Sidi Bennour,87.98136645962732,
617,Jamaat Lamrasla,Safi,Marrakech-Safi,1,Lamrasla,0.696,Lamrasla,0.696,Safi,87.9968944099379,
618,Hidar,Driouch,Oriental,1,Midar,0.8,Midar,0.8,Driouch,88.01242236024845,
619,Hk,Sidi Kacem,Rabat-Salé-Kénitra,1,Tekna,0.286,Chbika,0.5,Tan-Tan,88.027950310559,
620,"B,enssar",Nador,Oriental,1,Beni Ansar,0.667,Beni Ansar,0.667,Nador,88.04347826086956,
621,B. Bounsar,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Boudinar,0.667,Bni Bounsar,0.857,Taounate,88.05900621118012,
622,B. ensar,Nador,Oriental,1,Beni Ansar,0.667,Bir Ennasr,0.667,Benslimane,88.07453416149069,
623,Laayayta,Béni Mellal,Béni Mellal-Khénifra,1,Kasba Tadla,0.211,Oulad Ayyad,0.526,Sefrou,88.09006211180125,
624,Laazib,Taroudant,Souss-Massa,1,Lamhadi,0.615,Melaab,0.667,Errachidia,88.1055900621118,
625,Karoil,Azilal,Béni Mellal-Khénifra,1,Azilal,0.5,Martil,0.667,Tétouan,88.12111801242236,
626,Karouel,Azilal,Béni Mellal-Khénifra,1,Taounza,0.429,Tazroute,0.667,Chefchaouen,88.13664596273291,
627,Kcebia,Sidi Slimane,Rabat-Salé-Kénitra,1,Kceibya,0.769,Kceibya,0.769,Sidi Slimane,88.15217391304348,
628,Kebdani,Nador,Oriental,1,Iksane,0.462,Dar El Kebdani,0.667,Driouch,88.16770186335404,
629,"Kelaat M,",Tinghir,Drâa-Tafilalet,1,Kalaat M'Gouna,0.609,Kalaat M'Gouna,0.609,Tinghir,88.1832298136646,
630,Khandak Zeboua,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Al Kharroub,0.4,Had Boumoussa,0.593,Fquih Ben Salah,88.19875776397515,
631,Kharba,Chtouka-Aït Baha,Souss-Massa,1,Tabia,0.545,Hrara,0.727,Safi,88.21428571428571,
632,Khmalca,Taounate,Fès-Meknès,1,Khlalfa,0.714,Khlalfa,0.714,Taounate,88.22981366459628,
633,Khmis Anjra,Fahs-Anjra,Tanger-Tétouan-Al Hoceïma,1,Anjra,0.625,Khmis Ksiba,0.636,Rehamna,88.24534161490683,
634,Khmiss AitAmira,Chtouka-Aït Baha,Souss-Massa,1,Ait Mzal,0.348,Ait Amira,0.667,Inezgane-Aït Melloul,88.26086956521739,
635,Khmiss Anjra,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Bni Mansour,0.348,Kissane,0.632,Taounate,88.27639751552795,
636,Khmiss anjra,Fahs-Anjra,Tanger-Tétouan-Al Hoceïma,1,Anjra,0.588,Kissane,0.632,Taounate,88.2919254658385,
637,Kmis Anjra,Fahs-Anjra,Tanger-Tétouan-Al Hoceïma,1,Anjra,0.667,Anjra,0.667,Fahs-Anjra,88.30745341614907,
638,"B,bouayach",Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Bni Bouayach,0.818,Bni Bouayach,0.818,Al Hoceïma,88.32298136645963,
639,Lalla Aicha,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Lamrabih,0.526,Laagagcha,0.7,Sidi Bennour,88.33850931677019,
640,Lalla aicha,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Lamrabih,0.526,Laagagcha,0.7,Sidi Bennour,88.35403726708074,
641,Lari Chiekh,Nador,Oriental,1,Beni Chiker,0.545,Larache,0.667,Larache,88.3695652173913,
642,Lbour,Tinghir,Drâa-Tafilalet,1,Outerbat,0.462,Bourd,0.8,Al Hoceïma,88.38509316770187,
643,Lemzar,Zagora,Drâa-Tafilalet,1,Zagora,0.5,Témara,0.667,Skhirate-Témara,88.40062111801242,
644,Lhote,Tinghir,Drâa-Tafilalet,1,Outerbat,0.462,Tlite,0.6,Ouarzazate,88.41614906832298,
645,Lhotte,Tinghir,Drâa-Tafilalet,1,Outerbat,0.429,Hattane,0.615,Khouribga,88.43167701863354,
646,Lmzam*,Azilal,Béni Mellal-Khénifra,1,Ait M'Hamed,0.353,Mazguitam,0.533,Guercif,88.4472049689441,
647,Lmzem,El Kelâa des Sraghna,Marrakech-Safi,1,Zemrane,0.5,Talzemt,0.667,Boulemane,88.46273291925466,
648,Kssibat,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Tassift,0.571,Khmis Ksiba,0.667,Rehamna,88.47826086956522,
649,Kssibiya,Sidi Kacem,Rabat-Salé-Kénitra,1,Sidi Kacem,0.444,Kceibya,0.667,Sidi Slimane,88.49378881987577,
650,L Foukani,Driouch,Oriental,1,Ifarni,0.533,El Gouraani,0.7,Youssoufia,88.50931677018633,
651,L'Habita,Sefrou,Fès-Meknès,1,Dar El Hamra,0.5,Lgharbia,0.75,Sidi Bennour,88.5248447204969,
652,Laabiate,Sidi Slimane,Rabat-Salé-Kénitra,1,Nouirate,0.5,Laaouinate,0.778,Jerada,88.54037267080746,
653,Laai chikh,Nador,Oriental,1,Beni Chiker,0.571,Zaouiat Cheikh,0.667,Khénifra,88.55590062111801,
654,Laari Chikh,Taounate,Fès-Meknès,1,Aïn Aïcha,0.5,Zaouiat Cheikh,0.64,Khénifra,88.57142857142857,
655,Labita od said,Settat,Casablanca-Settat,1,Oulad Saïd,0.667,Ait Said,0.727,Essaouira,88.58695652173913,
656,Hkmiss,Tinghir,Drâa-Tafilalet,1,M'Ssici,0.462,Khémisset,0.667,Khemisset,88.6024844720497,
657,Hmer Iglalcha,Taroudant,Souss-Massa,1,Ahmar Laglalcha,0.786,Ahmar Laglalcha,0.786,Taroudant,88.61801242236025,
658,Hors Province,Settat,Casablanca-Settat,1,Ras Al Ain,0.435,Sid Zouine,0.348,Marrakech,88.63354037267081,
659,Houara od rahou,Taza,Fès-Meknès,1,Oulad Bourima,0.5,Houara Oulad Raho,0.875,Guercif,88.64906832298136,
660,Houciema,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Al Hoceïma,0.667,Haouzia,0.667,El Jadida,88.66459627329192,
661,Idaouguelloule,Essaouira,Marrakech-Safi,1,Sidi El Jazouli,0.483,Ida Ou Guelloul,0.897,Agadir-Ida Ou Tanane,88.68012422360249,
662,Idaouzemzeme,Essaouira,Marrakech-Safi,1,Ida Ou Aazza,0.583,Ida Ou Moumen,0.64,Taroudant,88.69565217391305,
663,Idaouzemzème,Essaouira,Marrakech-Safi,1,Ida Ou Aazza,0.583,Ida Ou Moumen,0.64,Taroudant,88.7111801242236,
664,Ighrem Amazdar,Tinghir,Drâa-Tafilalet,1,Taghzoute N'Ait Atta,0.412,Ighrem N'Ougdal,0.621,Ouarzazate,88.72670807453416,
665,Ighrmloulne,Tinghir,Drâa-Tafilalet,1,Aghbalou N'Kerdous,0.483,Tighedouine,0.636,Al Haouz,88.74223602484471,
666,Ihchach,Essaouira,Marrakech-Safi,1,El Hanchane,0.444,Tichla,0.615,Aousserd,88.75776397515529,
667,Ihoudjine,Azilal,Béni Mellal-Khénifra,1,Imi N'Oulaoune,0.435,Bigoudine,0.778,Taroudant,88.77329192546584,
668,B.Louta,Nador,Oriental,1,Bouarg,0.615,Louta,0.833,Al Hoceïma,88.7888198757764,
669,Lakrakra,Settat,Casablanca-Settat,1,Lahouaza,0.5,Laqraqra,0.75,Fquih Ben Salah,88.80434782608695,
670,Lakrimat,Essaouira,Marrakech-Safi,1,Korimate,0.75,Korimate,0.75,Essaouira,88.81987577639751,
671,Maayach,Tinghir,Drâa-Tafilalet,1,Imilchil,0.4,Ayacha,0.769,Larache,88.83540372670808,
672,Machouar,Al Haouz,Marrakech-Safi,1,Aghouatim,0.588,Mançoura,0.75,Taounate,88.85093167701864,
673,Machouar,Tinghir,Drâa-Tafilalet,1,Assoul,0.429,Mançoura,0.75,Taounate,88.86645962732919,
674,Mahrek Melak,Settat,Casablanca-Settat,1,Ain Blal,0.4,Machraa El Ain,0.615,Taroudant,88.88198757763975,
675,M Bakay,Sefrou,Fès-Meknès,1,Matmata,0.429,M'Haya,0.615,Moulay Yacoub,88.8975155279503,
676,M bekay,Sefrou,Fès-Meknès,1,Imouzzer Kandar,0.364,M'Haya,0.615,Moulay Yacoub,88.91304347826087,
677,M'Hannech,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Mallalienne,0.5,M'Hajer,0.625,Driouch,88.92857142857143,
678,M'Hirija,Guercif,Oriental,1,Lamrija,0.667,Merija,0.714,Jerada,88.94409937888199,
679,M'Sasa,Taounate,Fès-Meknès,1,Messassa,0.714,M'Saada,0.769,Sidi Slimane,88.95962732919254,
680,M'sasa,Taounate,Fès-Meknès,1,Messassa,0.714,M'Saada,0.769,Sidi Slimane,88.9751552795031,
681,"M, Bakay",Sefrou,Fès-Meknès,1,Matmata,0.4,M'Haya,0.571,Moulay Yacoub,88.99068322981367,
682,Assifane,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Tassift,0.667,Ifrane,0.714,Ifrane,89.00621118012423,
683,Attaouia Chaaibia,El Kelâa des Sraghna,Marrakech-Safi,1,Laattaouia Ech-Chaybia,0.769,Laattaouia Ech-Chaybia,0.769,El Kelâa des Sraghna,89.02173913043478,
684,Aychtoume,Taounate,Fès-Meknès,1,Taounate,0.471,Chtouka,0.625,El Jadida,89.03726708074534,
685,Azlaf,Nador,Oriental,1,Al Aroui,0.462,Azla,0.889,Tétouan,89.0527950310559,
686,Azou,Tinghir,Drâa-Tafilalet,1,Assoul,0.6,Azrou,0.889,Ifrane,89.06832298136646,
687,B K,Sidi Kacem,Rabat-Salé-Kénitra,1,Bab Tiouka,0.462,N'Kob,0.5,Tinghir,89.08385093167702,
688,B.M,Béni Mellal,Béni Mellal-Khénifra,1,Beni Mellal,0.286,Boumia,0.444,Midelt,89.09937888198758,
689,B.S Jbel,Nador,Oriental,1,Bni Sidel Jbel,0.636,Bni Sidel Jbel,0.636,Nador,89.11490683229813,
690,B.S jbel,Nador,Oriental,1,Bni Sidel Jbel,0.636,Bni Sidel Jbel,0.636,Nador,89.1304347826087,
691,B.bouayach I,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Bni Bouayach,0.75,Bni Bouayach,0.75,Al Hoceïma,89.14596273291926,
692,B.bounsar,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Boudinar,0.706,Bni Bounsar,0.8,Taounate,89.16149068322981,
693,Hdida,Tinghir,Drâa-Tafilalet,1,Tinejdad,0.462,Haddada,0.667,Kénitra,89.17701863354037,
694,Hed Mssila,Taza,Fès-Meknès,1,Msila,0.667,H'Ssyia,0.706,Zagora,89.19254658385093,
695,Hey Mohammadi,Béni Mellal,Béni Mellal-Khénifra,1,Sidi Hammadi,0.64,Mohammédia,0.696,Mohammedia,89.2080745341615,
696,Hay Alfarah Im 14 N°5,Agadir-Ida Ou Tanane,Souss-Massa,1,Ait Aissi Ihahane,0.216,Moulay Brahim,0.485,Al Haouz,89.22360248447205,
697,B Sidel,Nador,Oriental,1,Bni Sidel Jbel,0.667,Jbiel,0.667,El Kelâa des Sraghna,89.23913043478261,
698,B' sabsa,Taounate,Fès-Meknès,1,El Bsabsa,0.75,El Bsabsa,0.75,Taounate,89.25465838509317,
699,"B,M",Béni Mellal,Béni Mellal-Khénifra,1,Beni Mellal,0.286,Boumia,0.444,Midelt,89.27018633540372,
700,"B,Maraghnine",Driouch,Oriental,1,Bni Marghnine,0.8,Bni Marghnine,0.8,Driouch,89.28571428571429,
701,"M,Bouchta M,Bouchta",Taounate,Fès-Meknès,1,Bouhouda,0.519,Bouabout,0.593,Chichaoua,89.30124223602485,
702,M/bouchta,Taounate,Fès-Meknès,1,Bni Bouchibet,0.636,Moulay Bouchta,0.783,Moulay Yacoub,89.3167701863354,
703,Meghater,Larache,Tanger-Tétouan-Al Hoceïma,1,Sidi Mohamed Lahmar,0.37,Ghmate,0.714,Al Haouz,89.33229813664596,
704,Meghrawa,Taza,Fès-Meknès,1,Maghraoua,0.706,Maghraoua,0.706,Taza,89.34782608695652,
705,Mellaha,Settat,Casablanca-Settat,1,Lahouaza,0.533,Melaab,0.769,Errachidia,89.36335403726709,
706,Mellaha,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Mallalienne,0.444,Melaab,0.769,Errachidia,89.37888198757764,
707,Maimouna,Kénitra,Rabat-Salé-Kénitra,1,Ait Malek,0.235,Médiouna,0.75,Nouaceur,89.3944099378882,
708,Maksouline,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Tifarouine,0.6,Bni Gmil Maksouline,0.69,Taounate,89.40993788819875,
709,Malhart,Settat,Casablanca-Settat,1,Mniaa,0.5,Al Hamra,0.667,Chefchaouen,89.42546583850931,
710,Mallaha,Settat,Casablanca-Settat,1,Lahouaza,0.533,Tamallalt,0.625,El Kelâa des Sraghna,89.44099378881988,
711,Mallaha centre,Settat,Casablanca-Settat,1,Machraa Ben Abbou,0.452,Mallalienne,0.64,Tétouan,89.45652173913044,
712,Marenniene,Fès,Fès-Meknès,1,Louadaine,0.421,Bni Marghnine,0.609,Driouch,89.472049689441,
713,Marjane,Boulemane,Fès-Meknès,1,Boulemane,0.5,Zemrane,0.714,El Kelâa des Sraghna,89.48757763975155,
714,Massira,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Masmouda,0.533,Massa,0.833,Tiznit,89.5031055900621,
715,Massira,Taza,Fès-Meknès,1,Msila,0.667,Massa,0.833,Tiznit,89.51863354037268,
716,Massira 2,Béni Mellal,Béni Mellal-Khénifra,1,Kasba Tadla,0.4,Massa,0.714,Tiznit,89.53416149068323,
717,Massira 2,Taza,Fès-Meknès,1,Msila,0.571,Massa,0.714,Tiznit,89.54968944099379,
718,B Bouyafrou,Nador,Oriental,1,Bni Bouifrou,0.783,Bni Bouifrou,0.783,Nador,89.56521739130434,
719,Hay Salam,Meknès,Fès-Meknès,1,Ait Yaazem,0.526,Had Soualem,0.7,Nouaceur,89.5807453416149,
720,Hay Sidi Daoud,Inezgane-Aït Melloul,Souss-Massa,1,Oulad Dahou,0.56,Ait Sidi Daoud,0.857,Marrakech,89.59627329192547,
721,Hay Taslouine,Agadir-Ida Ou Tanane,Souss-Massa,1,Imsouane,0.476,Taliouine,0.727,Tata,89.61180124223603,
722,Hay eljadid,Larache,Tanger-Tétouan-Al Hoceïma,1,Bahhara Oulad Ayad,0.483,El Jadida,0.7,El Jadida,89.62732919254658,
723,Hay elyasmine,Sidi Kacem,Rabat-Salé-Kénitra,1,Chbanate,0.286,Ras El Ain,0.609,Youssoufia,89.64285714285714,
724,Hay hassani,Al Haouz,Marrakech-Safi,1,Assaki,0.588,Bni Hassane,0.636,Azilal,89.6583850931677,
725,Hay khatabi rue 4 n°32,Nador,Oriental,1,Hassi Berkane,0.353,Al Kharroub,0.375,Tétouan,89.67391304347827,
726,B.Ensar,Nador,Oriental,1,Beni Ansar,0.706,Beni Ansar,0.706,Nador,89.68944099378882,
727,B.Gmil Maksouline,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Tifarouine,0.519,Bni Gmil Maksouline,0.889,Taounate,89.70496894409938,
728,Guéliz,Al Haouz,Marrakech-Safi,1,Iguidi,0.5,Guelmim,0.769,Guelmim,89.72049689440993,
729,Guéliz,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Targuist,0.429,Guelmim,0.769,Guelmim,89.7360248447205,
730,Mbarek El Bakay,Sefrou,Fès-Meknès,1,Dar El Hamra,0.593,Dar El Hamra,0.593,Sefrou,89.75155279503106,
731,Mbarek bakay,Sefrou,Fès-Meknès,1,Mtarnagha,0.476,Al Barkanyene,0.48,Berkane,89.76708074534162,
732,Mbarek lbkay,Sefrou,Fès-Meknès,1,Dar El Hamra,0.417,Majmaa Tolba,0.25,Khemisset,89.78260869565217,
733,Mdiq Fnideq,M'diq-Fnideq,Tanger-Tétouan-Al Hoceïma,1,Fnideq,0.706,Fnideq,0.706,M'diq-Fnideq,89.79813664596273,
734,Medina,Essaouira,Marrakech-Safi,1,Tafedna,0.615,Médiouna,0.857,Nouaceur,89.8136645962733,
735,Mtiwa,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Amtar,0.6,Smià,0.667,Taza,89.82919254658385,
736,Mellala,Settat,Casablanca-Settat,1,Mniaa,0.5,Mellila,0.857,Benslimane,89.84472049689441,
737,Menara,Azilal,Béni Mellal-Khénifra,1,Demnate,0.462,Mnasra,0.833,Kénitra,89.86024844720497,
738,Menara,Boulemane,Fès-Meknès,1,Ermila,0.333,Mnasra,0.833,Kénitra,89.87577639751552,
739,Menara,El Kelâa des Sraghna,Marrakech-Safi,1,Lamharra,0.571,Mnasra,0.833,Kénitra,89.8913043478261,
740,Menara,Fquih Ben Salah,Béni Mellal-Khénifra,1,Hel Merbaa,0.5,Mnasra,0.833,Kénitra,89.90683229813665,
741,Menara,Taounate,Fès-Meknès,1,Mezraoua,0.571,Mnasra,0.833,Kénitra,89.9223602484472,
742,Menara,Tiznit,Souss-Massa,1,Massa,0.545,Mnasra,0.833,Kénitra,89.93788819875776,
743,Menzel,Sefrou,Fès-Meknès,1,El Menzel,0.8,El Menzel,0.8,Sefrou,89.95341614906832,
744,Merna,Tinghir,Drâa-Tafilalet,1,Imider,0.545,Merija,0.727,Jerada,89.96894409937889,
745,Mesnana,Guercif,Oriental,1,Saka,0.545,Meskala,0.714,Essaouira,89.98447204968944,
746,Massira I,Taza,Fès-Meknès,1,Msila,0.571,Massa,0.714,Tiznit,90.0,
747,Hay Jadid,Sidi Kacem,Rabat-Salé-Kénitra,1,Ain Jemaa,0.444,El Jadida,0.667,El Jadida,90.01552795031056,
748,Hay Korsi Rue Almasjid,Taroudant,Souss-Massa,1,Sidi Abdellah Ou Said,0.419,Ksar al Majaz,0.457,Fahs-Anjra,90.03105590062111,
749,Hay Maurice,Inezgane-Aït Melloul,Souss-Massa,1,Ait Melloul,0.364,Ait Ouribel,0.545,Khemisset,90.04658385093168,
750,Hay Mohammadi,Béni Mellal,Béni Mellal-Khénifra,1,Sidi Hammadi,0.64,Mohammédia,0.696,Mohammedia,90.06211180124224,
751,My BRAHIM,Al Haouz,Marrakech-Safi,1,Moulay Brahim,0.818,Moulay Brahim,0.818,Al Haouz,90.0776397515528,
752,My Bouaazza,Khénifra,Béni Mellal-Khénifra,1,Ouaoumana,0.5,Moulay Bouazza,0.8,Khemisset,90.09316770186335,
753,My Dris,Meknès,Fès-Meknès,1,Moulay Idriss Zarhoun,0.5,M'Diq,0.667,M'diq-Fnideq,90.1086956521739,
754,My Driss,Meknès,Fès-Meknès,1,Moulay Idriss Zarhoun,0.552,M'Diq,0.615,M'diq-Fnideq,90.12422360248448,
755,My El Hassan,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Bni Arouss,0.364,Fam El Hisn,0.696,Assa-Zag,90.13975155279503,
756,My abdellah cherif,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Moulay Abdelkader,0.629,Moulay Abdellah Amghar,0.7,El Jadida,90.15527950310559,
757,My driss,Meknès,Fès-Meknès,1,Moulay Idriss Zarhoun,0.552,M'Diq,0.615,M'diq-Fnideq,90.17080745341615,
758,Mestitef,Sidi Kacem,Rabat-Salé-Kénitra,1,Selfat,0.286,Mesti,0.769,Sidi Ifni,90.1863354037267,
759,Mezdglia jorf,Sefrou,Fès-Meknès,1,El Menzel,0.364,Mezguita,0.571,Ouarzazate,90.20186335403727,
760,Mghassyne,Meknès,Fès-Meknès,1,Mrhassiyine,0.8,Mrhassiyine,0.8,Meknès,90.21739130434783,
761,Mhamid 1 N°31,Al Haouz,Marrakech-Safi,1,Oukaimeden,0.273,M'Hamid El Ghizlane,0.581,Zagora,90.23291925465838,
762,Mly El Hassane,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Mallalienne,0.4,Fam El Hisn,0.64,Assa-Zag,90.24844720496894,
763,Moujahidin,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Bou Jedyane,0.476,Mouarid,0.706,Chichaoua,90.2639751552795,
764,Mouklata,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Oued Laou,0.471,Oulad Mtaa,0.667,Al Haouz,90.27950310559007,
765,Moulay Bouchebla,Taounate,Fès-Meknès,1,Moulay Ahmed Cherif,0.571,Moulay Bouchta,0.867,Moulay Yacoub,90.29503105590062,
766,Mrabih,Sidi Kacem,Rabat-Salé-Kénitra,1,Bab Tiouka,0.375,Lamrabih,0.857,Ouezzane,90.31055900621118,
767,Médina,Meknès,Fès-Meknès,1,Oued Jdida,0.5,Médiouna,0.857,Nouaceur,90.32608695652173,
768,Médina,Safi,Marrakech-Safi,1,Loualidia,0.4,Médiouna,0.857,Nouaceur,90.3416149068323,
769,"N 222,Hay Alfalah",Chtouka-Aït Baha,Souss-Massa,1,Ait Abdellah,0.483,Ait Harz Allah,0.581,El Hajeb,90.35714285714286,
770,Nkheila,Settat,Casablanca-Settat,1,Mniaa,0.5,N'khila,0.857,Khouribga,90.37267080745342,
771,N°114 H Biranzarane,Taroudant,Souss-Massa,1,Tinzart,0.4,Bir Anzarane,0.733,Oued Ed-Dahab,90.38819875776397,
772,"N°20, Rue 958,Hay Salam",Agadir-Ida Ou Tanane,Souss-Massa,1,Ait Aissi Ihahane,0.256,Oulad Slama,0.424,Kénitra,90.40372670807453,
773,"N°39,Akniss",Taroudant,Souss-Massa,1,Lakhnafif,0.421,Lakhsas,0.471,Tiznit,90.4192546583851,
774,"N°80,Lot Almostakbal,Bloc3",Inezgane-Aït Melloul,Souss-Massa,1,Ait Melloul,0.167,Talmakante,0.4,Taroudant,90.43478260869566,
775,O Akalay,Taroudant,Souss-Massa,1,Oualqadi,0.5,Saadla,0.571,Safi,90.45031055900621,
776,O S B,Al Haouz,Marrakech-Safi,1,Sidi Badhaj,0.375,Oulad Sbih,0.533,El Kelâa des Sraghna,90.46583850931677,
777,My AHMED CHRIF,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Bni Hadifa,0.417,Moulay Ahmed Cherif,0.848,Taounate,90.48136645962732,
778,My Abdelkader,Sidi Kacem,Rabat-Salé-Kénitra,1,Sidi Kacem,0.348,Moulay Abdelkader,0.867,Ouezzane,90.4968944099379,
779,My Abdelkarim,Taounate,Fès-Meknès,1,Moulay Ahmed Cherif,0.5,Moulay Abdelkrim,0.828,Moulay Yacoub,90.51242236024845,
780,My Abdelkrim,Taounate,Fès-Meknès,1,Moulay Ahmed Cherif,0.516,Moulay Abdelkrim,0.857,Moulay Yacoub,90.527950310559,
781,My Abdellah Chrif,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Moulay Abdelkader,0.588,Moulay Abdellah Amghar,0.718,El Jadida,90.54347826086956,
782,My Abdlkrim,Taounate,Fès-Meknès,1,Moulay Ahmed Cherif,0.467,Moulay Abdelkrim,0.815,Moulay Yacoub,90.55900621118012,
783,My youssef,Meknès,Fès-Meknès,1,Ouislane,0.444,Ouled Youssef,0.696,Fquih Ben Salah,90.57453416149069,
784,Guéliz,Taza,Fès-Meknès,1,Oued Amlil,0.5,Guelmim,0.769,Guelmim,90.59006211180125,
785,H.Mohamadi,Béni Mellal,Béni Mellal-Khénifra,1,Sidi Hammadi,0.545,Mohammédia,0.7,Mohammedia,90.6055900621118,
786,H.Mohmadi,Béni Mellal,Béni Mellal-Khénifra,1,Sidi Hammadi,0.571,Mohammédia,0.632,Mohammedia,90.62111801242236,
787,Hachane,Essaouira,Marrakech-Safi,1,El Hanchane,0.778,El Hanchane,0.778,Essaouira,90.63664596273291,
788,Had Sidi Abdellah,Rehamna,Marrakech-Safi,1,Sidi Abdallah,0.8,Sidi Abdallah,0.8,Rehamna,90.65217391304348,
789,Had msila,Taza,Fès-Meknès,1,Msila,0.714,Msila,0.714,Taza,90.66770186335404,
790,Hal Merbea,Fquih Ben Salah,Béni Mellal-Khénifra,1,Hel Merbaa,0.8,Hel Merbaa,0.8,Fquih Ben Salah,90.6832298136646,
791,Hamd,Tinghir,Drâa-Tafilalet,1,Imider,0.4,Tamda,0.667,Rehamna,90.69875776397515,
792,Hamria,Taounate,Fès-Meknès,1,Zarkat,0.5,Lamrija,0.769,Guercif,90.71428571428571,
793,Hana,El Kelâa des Sraghna,Marrakech-Safi,1,Hiadna,0.8,Hiadna,0.8,El Kelâa des Sraghna,90.72981366459628,
794,Haouara,Taza,Fès-Meknès,1,Maghraoua,0.625,Laouamra,0.8,Larache,90.74534161490683,
795,Haoura,Guercif,Oriental,1,Bouchaouene,0.471,Harhoura,0.857,Skhirate-Témara,90.76086956521739,
796,Fokra,Settat,Casablanca-Settat,1,Mzoura,0.545,Boukraa,0.667,Laâyoune,90.77639751552795,
797,Mzioukat Chiadma,Essaouira,Marrakech-Safi,1,Zaouiat Ben Hmida,0.545,Zaouiat Cheikh,0.6,Khénifra,90.7919254658385,
798,Mzlat,Tiznit,Souss-Massa,1,Massa,0.4,Mzilate,0.833,Chichaoua,90.80745341614907,
799,Gourziana,Taounate,Fès-Meknès,1,Ourtzagh,0.588,Ourdana,0.75,Driouch,90.82298136645963,
800,Gueldaman,Taza,Fès-Meknès,1,Galdamane,0.778,Galdamane,0.778,Taza,90.83850931677019,
801,Guèliz,Al Haouz,Marrakech-Safi,1,Iguidi,0.5,Guelmim,0.769,Guelmim,90.85403726708074,
802,F.B.Salah,Fquih Ben Salah,Béni Mellal-Khénifra,1,Fkih Ben Salah,0.609,Bni Salah,0.667,Chefchaouen,90.8695652173913,
803,Od Belahcen,Larache,Tanger-Tétouan-Al Hoceïma,1,Souaken,0.444,Ain Lahcen,0.667,Tétouan,90.88509316770187,
804,Od Belhcen,Larache,Tanger-Tétouan-Al Hoceïma,1,Moulay Bousselham,0.444,Ain Lahcen,0.6,Tétouan,90.90062111801242,
805,Od Bouchour,Settat,Casablanca-Settat,1,Oulad Abbou,0.545,Bouhlou,0.667,Taza,90.91614906832298,
806,Od Brhil,Taroudant,Souss-Massa,1,Oulad Berhil,0.8,Oulad Berhil,0.8,Taroudant,90.93167701863354,
807,Od Ghalem,Settat,Casablanca-Settat,1,Toualet,0.5,Ouled Ghanem,0.762,Sidi Bennour,90.9472049689441,
808,Od Illoul,Béni Mellal,Béni Mellal-Khénifra,1,Timoulilt,0.444,Oulad Imloul,0.762,El Kelâa des Sraghna,90.96273291925466,
809,Od Kasaba,Taounate,Fès-Meknès,1,Oudka,0.571,Ouled Aissa,0.6,Taroudant,90.97826086956522,
810,Od Malrk,Sidi Kacem,Rabat-Salé-Kénitra,1,Oulad Nouel,0.421,Oulad M'Barek,0.667,Béni Mellal,90.99378881987577,
