rang,Commune,Province,Region_std,n_cas,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct,CONFIRME_MANQUANT_REFERENTIEL,DECISION_HUMAINE
978,Syba,Tinghir,Drâa-Tafilalet,1,Outerbat,0.333,Sbouya,0.6,Sidi Ifni,92.15890183028286,False,
979,Syba,Essaouira,Marrakech-Safi,1,Bizdad,0.4,Sbouya,0.6,Sidi Ifni,92.17970049916805,False,
980,Bendib,Sidi Slimane,Rabat-Salé-Kénitra,1,Kceibya,0.462,Ben Taïeb,0.667,Driouch,92.20049916805324,False,
981,Syba,Azilal,Béni Mellal-Khénifra,1,Tabant,0.4,Sbouya,0.6,Sidi Ifni,92.22129783693843,False,
982,Ben Zit,Marrakech,Marrakech-Safi,1,Jbilate,0.286,Bni Zoli,0.667,Zagora,92.24209650582362,False,
983,Syba,Agadir-Ida Ou Tanane,Souss-Massa,1,Imsouane,0.333,Sbouya,0.6,Sidi Ifni,92.26289517470882,False,
984,Sraghna,Sefrou,Fès-Meknès,1,Mtarnagha,0.625,Serghina,0.8,Boulemane,92.28369384359401,False,
985,Souk laarbia,Taounate,Fès-Meknès,1,Oudka,0.471,Souk Tolba,0.636,Larache,92.3044925124792,False,
986,Amkhlij,Al Haouz,Marrakech-Safi,1,Assaki,0.462,Mkhalif,0.714,Safi,92.32529118136439,False,
987,Souk Tlat,Sidi Kacem,Rabat-Salé-Kénitra,1,Selfat,0.533,Souk Tolba,0.842,Larache,92.34608985024958,False,
988,Tamsslout,Taroudant,Souss-Massa,1,Tamaloukte,0.737,Tameslouht,0.842,Al Haouz,92.36688851913478,False,
989,Tamsemen,Driouch,Oriental,1,Temsamane,0.471,Tamezmoute,0.667,Zagora,92.38768718801997,False,
990,Tamassint,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Targuist,0.471,Tissint,0.75,Tata,92.40848585690516,False,
991,Tamaounza,Agadir-Ida Ou Tanane,Souss-Massa,1,Taghazout,0.556,Taounza,0.875,Azilal,92.42928452579035,False,
992,Tamait Oufella,Agadir-Ida Ou Tanane,Souss-Massa,1,Ida Ou Guelloul,0.483,Ait Ouallal,0.72,Zagora,92.45008319467554,False,
993,Tamadite,Taounate,Fès-Meknès,1,Tamedit,0.8,Tamedit,0.8,Taounate,92.47088186356073,False,
994,Takyout,El Kelâa des Sraghna,Marrakech-Safi,1,Taouzint,0.667,Takoucht,0.8,Essaouira,92.49168053244593,False,
995,Amdnagh,Tinghir,Drâa-Tafilalet,1,Tinghir,0.429,Madagh,0.769,Berkane,92.51247920133112,False,
996,Amallal,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Amtar,0.5,Tamallalt,0.875,El Kelâa des Sraghna,92.53327787021631,False,
997,Taienest,Taza,Fès-Meknès,1,Taïnaste,0.75,Taïnaste,0.75,Taza,92.5540765391015,False,
998,Tahar-Souk,Taounate,Fès-Meknès,1,Thar Es-Souk,0.818,Thar Es-Souk,0.818,Taounate,92.5748752079867,False,
999,Tahar Souk,Taounate,Fès-Meknès,1,Thar Es-Souk,0.818,Thar Es-Souk,0.818,Taounate,92.59567387687188,False,
1000,Alwafae,Larache,Tanger-Tétouan-Al Hoceïma,1,Larache,0.429,Ahlaf,0.667,Benslimane,92.61647254575708,False,
1001,Bin Jradi,Taza,Fès-Meknès,1,Bab Boudir,0.421,Bir Jdid,0.706,Nouaceur,92.63727121464227,False,
1002,Biban,Taounate,Fès-Meknès,1,El Bibane,0.714,El Bibane,0.714,Taounate,92.65806988352746,False,
1003,Berraka,Nador,Oriental,1,Hassi Berkane,0.5,Braksa,0.769,Khouribga,92.67886855241265,False,
1004,Tazitount,Chichaoua,Marrakech-Safi,1,Ain Tazitounte,0.783,Ain Tazitounte,0.783,Chichaoua,92.69966722129784,False,
1005,Taughmerte,Taroudant,Souss-Massa,1,Toughmart,0.737,Toughmart,0.737,Taroudant,92.72046589018302,False,
1006,Berraca,Nador,Oriental,1,Beni Ansar,0.353,Errachidia,0.706,Errachidia,92.74126455906821,False,
1007,Tassaltnt,Al Haouz,Marrakech-Safi,1,Taouyalte,0.556,Tasoultante,0.7,Marrakech,92.7620632279534,False,
1008,Tassaltant,Marrakech,Marrakech-Safi,1,Tasoultante,0.762,Tasoultante,0.762,Marrakech,92.7828618968386,False,
1009,Tassaltant,Azilal,Béni Mellal-Khénifra,1,Tabant,0.625,Tasoultante,0.762,Marrakech,92.80366056572379,False,
1010,Tassaltant,Al Haouz,Marrakech-Safi,1,Taouyalte,0.526,Tasoultante,0.762,Marrakech,92.82445923460898,False,
1011,Tasouite,Tinghir,Drâa-Tafilalet,1,Assoul,0.571,Tagounite,0.824,Zagora,92.84525790349417,False,
1012,Bensheikh,Al Haouz,Marrakech-Safi,1,Ouneine,0.375,Beni Chiker,0.6,Nador,92.86605657237936,False,
1013,Bensergao,Azilal,Béni Mellal-Khénifra,1,Demnate,0.375,El Kansera,0.632,Khemisset,92.88685524126456,False,
1014,Targha,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Amtar,0.545,Mtarnagha,0.8,Sefrou,92.90765391014975,False,
1015,Beni-Ounjel,Taounate,Fès-Meknès,1,Bni Oulid,0.7,Bni Oual,0.737,Ouezzane,92.92845257903494,False,
1016,Taoujdate,El Hajeb,Fès-Meknès,1,Ait Boubidmane,0.522,Taounate,0.824,Taounate,92.94925124792013,False,
1017,Taouiyalt,Taroudant,Souss-Massa,1,Taroudant,0.667,Taouyalte,0.889,Al Haouz,92.97004991680532,False,
1018,Beni-Kissane,Taounate,Fès-Meknès,1,Kissane,0.737,Bni Hassane,0.783,Azilal,92.99084858569051,False,
1019,Tamzirt,Ouarzazate,Drâa-Tafilalet,1,Tarmigt,0.714,Taghzirt,0.8,Béni Mellal,93.0116472545757,False,
1020,Beni guerfet,Larache,Tanger-Tétouan-Al Hoceïma,1,Bni Garfett,0.783,Bni Garfett,0.783,Larache,93.0324459234609,False,
1021,Beni Saden,Sefrou,Fès-Meknès,1,Bir Tamtam,0.4,Bni Said,0.778,Tétouan,93.05324459234609,False,
1022,A/Hmmou,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Izemmouren,0.471,Ait Hammou,0.824,Rehamna,93.07404326123128,False,
1023,A/ Chefk,Al Haouz,Marrakech-Safi,1,Ahl Tifnoute,0.316,Ain Chkef,0.75,Fès,93.09484193011647,False,
1024,Beni Meraaz,Meknès,Fès-Meknès,1,Ait Yaazem,0.476,Beni Mellal,0.727,Béni Mellal,93.11564059900167,False,
1025,A.ali Youssef,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Aït Youssef Ou Ali,0.645,Oulad Ali Youssef,0.8,Boulemane,93.13643926788686,False,
1026,Beni Maraaz,Meknès,Fès-Meknès,1,Nzala Bni Ammar,0.538,Bni Mathar,0.667,Jerada,93.15723793677205,False,
1027,Beni Makada,Larache,Tanger-Tétouan-Al Hoceïma,1,Bni Garfett,0.455,Beni Malek,0.762,Ouezzane,93.17803660565724,False,
1028,Tighrmatine,Tinghir,Drâa-Tafilalet,1,Tilmi,0.5,Ighzrane,0.737,Taza,93.19883527454243,False,
1029,Bolaajlat,Taroudant,Souss-Massa,1,Lamhara,0.5,Sidi Boulaalam,0.609,Essaouira,93.21963394342762,False,
1030,Tifirte,Azilal,Béni Mellal-Khénifra,1,Tifni,0.667,Tighirt,0.714,Tiznit,93.24043261231282,False,
1031,Tidrara,Al Haouz,Marrakech-Safi,1,Tisrasse,0.533,Tendrara,0.8,Jerada,93.26123128119801,False,
1032,Bojediane,Larache,Tanger-Tétouan-Al Hoceïma,1,Sidi Lyamani,0.381,Bou Jedyane,0.8,Ouezzane,93.2820299500832,False,
1033,Bnimaati,Settat,Casablanca-Settat,1,Mniaa,0.615,Bni Ayat,0.75,Azilal,93.30282861896839,False,
1034,Bni ahmed,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Bni Hadifa,0.632,Ben Ahmed,0.889,Khouribga,93.32362728785358,False,
1035,Tazourakht,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Arbaa Taourirt,0.5,Taznakht,0.778,Ouarzazate,93.34442595673877,False,
1036,Bni Saden,Sefrou,Fès-Meknès,1,Bir Tamtam,0.421,Bni Said,0.824,Tétouan,93.36522462562397,False,
1037,Tislite,Azilal,Béni Mellal-Khénifra,1,Tisqi,0.667,Tlite,0.833,Ouarzazate,93.38602329450916,False,
1038,Tisi Ousli,Taza,Fès-Meknès,1,Oued Amlil,0.4,Tizi Ouzli,0.8,Driouch,93.40682196339434,False,
1039,Tirset,Azilal,Béni Mellal-Khénifra,1,Tisqi,0.545,Tisrasse,0.714,Al Haouz,93.42762063227953,False,
1040,Tinzerte,Taroudant,Souss-Massa,1,Tinzart,0.8,Tigzmerte,0.824,Tata,93.44841930116472,False,
1041,Bni Koulla,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Bni Quolla,0.8,Bni Quolla,0.8,Ouezzane,93.46921797004991,False,
1042,Tikiouine,Marrakech,Marrakech-Safi,1,Sid Zouine,0.632,Tizounine,0.778,Tata,93.4900166389351,False,
1043,Tiguenziouine,Al Haouz,Marrakech-Safi,1,Tighedouine,0.75,Tinzouline,0.783,Zagora,93.5108153078203,False,
1044,Agdime,Tinghir,Drâa-Tafilalet,1,Imider,0.5,Agoudim,0.769,Midelt,93.53161397670549,False,
1045,Agdal,Fès,Fès-Meknès,1,Ain Bida,0.462,Imgdal,0.727,Al Haouz,93.55241264559068,False,
1046,Afellaisen,Chichaoua,Marrakech-Safi,1,Afalla Issen,0.818,Afalla Issen,0.818,Chichaoua,93.57321131447587,False,
1047,Admam,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Senada,0.545,Oulad Zmam,0.667,Fquih Ben Salah,93.59400998336106,False,
1048,Ad Sayeh,Essaouira,Marrakech-Safi,1,Sidi Ahmed Essayeh,0.615,Aday,0.667,Assa-Zag,93.61480865224625,False,
1049,Abdellah Chefchaouni,Tinghir,Drâa-Tafilalet,1,Ferkla El Oulia,0.4,Chefchaouen,0.645,Chefchaouen,93.63560732113145,False,
1050,Abdellah Chefchaouni,Ouarzazate,Drâa-Tafilalet,1,Afella N'Dra,0.438,Chefchaouen,0.645,Chefchaouen,93.65640599001664,False,
1051,Abdellah Chefchaouni,Agadir-Ida Ou Tanane,Souss-Massa,1,Adaghas,0.37,Chefchaouen,0.645,Chefchaouen,93.67720465890183,False,
1052,Bni Amer,El Kelâa des Sraghna,Marrakech-Safi,1,Oulad Amer,0.556,Bni Ammart,0.778,Taounate,93.69800332778702,False,
1053,Urbaine,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Bni Selmane,0.444,Barkine,0.714,Taza,93.71880199667221,False,
1054,Trik Alouahda,Taza,Fès-Meknès,1,Tahla,0.444,Tabouda,0.6,Chefchaouen,93.7396006655574,False,
1055,Bkakacha,Settat,Casablanca-Settat,1,Dar Chaffai,0.421,Ayacha,0.714,Larache,93.7603993344426,False,
1056,Tozrigutte,Tinghir,Drâa-Tafilalet,1,Outerbat,0.444,Tizguite,0.667,Ifrane,93.78119800332779,False,
1057,Touilaa,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Tétouan,0.571,Toulal,0.769,Meknès,93.80199667221298,False,
1058,Touibla,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Tétouan,0.571,Toulal,0.769,Meknès,93.82279534109817,False,
1059,Bit ghoulem,Taza,Fès-Meknès,1,Bni Lent,0.526,Bni Faghloum,0.696,Chefchaouen,93.84359400998336,False,
1060,Touelaa,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Oued Laou,0.625,Toufelaazt,0.824,Chtouka-Aït Baha,93.86439267886855,False,
1061,Tnine el ouleja,Taounate,Fès-Meknès,1,Ras El Oued,0.538,Tnine Amellou,0.714,Sidi Ifni,93.88519134775375,False,
1062,Tnin Ait Rkha,Tiznit,Souss-Massa,1,Ait Erkha,0.727,Ait Erkha,0.727,Tiznit,93.90599001663894,False,
1063,Tmaloust,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Masmouda,0.5,Tamaloukte,0.778,Taroudant,93.92678868552413,False,
1064,Tlat louta,Nador,Oriental,1,Bni Sidel Louta,0.56,Tazouta,0.706,Sefrou,93.94758735440932,False,
1065,Tlat Lamzam,Azilal,Béni Mellal-Khénifra,1,Ait Blal,0.421,Nzalat Laadam,0.667,Rehamna,93.96838602329451,False,
1066,Tizki Akesri Tamraght,Agadir-Ida Ou Tanane,Souss-Massa,1,Aqesri,0.37,Sidi Ali Labrahla,0.526,Rehamna,93.9891846921797,False,
1067,Tizi Oussli,Taza,Fès-Meknès,1,Oued Amlil,0.381,Tizi Ouzli,0.857,Driouch,94.0099833610649,False,
1068,Zerhounia,Meknès,Fès-Meknès,1,Ouislane,0.353,El Hagounia,0.7,Es-Semara,94.03078202995009,False,
1069,Bit Ghouleme,Taza,Fès-Meknès,1,Bni Lent,0.5,Boulemane,0.667,Boulemane,94.05158069883528,False,
1070,Zelten,Essaouira,Marrakech-Safi,1,Tahelouante,0.471,Zerkten,0.769,Al Haouz,94.07237936772047,False,
1071,Zeagngan,Nador,Oriental,1,Zeghanghane,0.737,Zaggota,0.667,Sidi Kacem,94.09317803660566,False,
1072,Zaouite ait Ishaq,Khénifra,Béni Mellal-Khénifra,1,Aït Ishaq,0.692,Aït Ishaq,0.692,Khénifra,94.11397670549084,False,
1073,Zaouia S K,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Zaouiat Sidi Kacem,0.714,Zaouiat Sidi Kacem,0.714,Tétouan,94.13477537437603,False,
1074,Zaouia Nezzaghia,Settat,Casablanca-Settat,1,Oulad Sghir,0.519,Zaouia Annahlia,0.774,Chichaoua,94.15557404326123,False,
1075,Zagmouzne,Taroudant,Souss-Massa,1,Talgjount,0.556,Zagmouzen,0.889,Al Haouz,94.17637271214642,False,
1076,Zaazaa,Larache,Tanger-Tétouan-Al Hoceïma,1,Zaaroura,0.571,Azzaba,0.5,Sefrou,94.19717138103161,False,
1077,Z.S.A.Kader,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Zouaiat sidi Abdelkader,0.471,Saka,0.533,Guercif,94.2179700499168,False,
1078,Bouhamza,Azilal,Béni Mellal-Khénifra,1,Taounza,0.533,Bouhmame,0.75,Sidi Bennour,94.23876871880199,False,
1079,Z'Rarka,Taounate,Fès-Meknès,1,Zarkat,0.769,Zrarda,0.769,Taza,94.25956738768718,False,
1080,Z'Mamra,Taounate,Fès-Meknès,1,Zarkat,0.615,Zemamra,0.857,Sidi Bennour,94.28036605657238,False,
1081,Z .cheikh,Béni Mellal,Béni Mellal-Khénifra,1,Ouled Yaïch,0.3,Zaouiat Cheikh,0.696,Khénifra,94.30116472545757,False,
1082,Bouhaira,Essaouira,Marrakech-Safi,1,Essaouira,0.588,Bouarfa,0.8,Figuig,94.32196339434276,False,
1083,Wawirzagh,Azilal,Béni Mellal-Khénifra,1,Ouaouizaght,0.6,Ouaouizaght,0.6,Azilal,94.34276206322795,False,
1084,ait bouallal,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.7,Ait Ouallal,0.957,Zagora,94.36356073211314,False,
1085,Bougumez,Azilal,Béni Mellal-Khénifra,1,Ouaouizaght,0.316,Aouguenz,0.75,Chtouka-Aït Baha,94.38435940099833,False,
1086,ait amer,Tinghir,Drâa-Tafilalet,1,Aït Elfarsi,0.632,Aït Kamra,0.824,Al Hoceïma,94.40515806988353,False,
1087,ait alouane,Tinghir,Drâa-Tafilalet,1,Ait Ouassif,0.636,Zaïtoune,0.737,Tétouan,94.42595673876872,False,
1088,ait aliyahya,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.6,Ait Yahya,0.857,Midelt,94.44675540765391,False,
1089,Bougaala,Guelmim,Guelmim-Oued Noun,1,Bouizakarne,0.526,Jouala,0.714,El Kelâa des Sraghna,94.4675540765391,False,
1090,ait aatab,Azilal,Béni Mellal-Khénifra,1,Ait Ouaarda,0.7,Ait Taleb,0.778,Rehamna,94.4883527454243,False,
1091,Bouezgar,Essaouira,Marrakech-Safi,1,Bouzemmour,0.556,Bouarg,0.714,Nador,94.50915141430949,False,
1092,ainzora,Nador,Oriental,1,Zaïo,0.545,Aïn Zohra,0.875,Driouch,94.52995008319468,False,
1093,ain chaib,Taroudant,Souss-Massa,1,Lamhadi,0.5,Ain Chair,0.889,Figuig,94.55074875207987,False,
1094,Bouderbala,Sefrou,Fès-Meknès,1,Imouzzer Kandar,0.48,Boukraa,0.706,Laâyoune,94.57154742096506,False,
1095,agouti,Tinghir,Drâa-Tafilalet,1,Assoul,0.5,Aghouatim,0.8,Al Haouz,94.59234608985025,False,
1096,Bouchibat,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Boudinar,0.588,Boughriba,0.778,Berkane,94.61314475873544,False,
1097,____,Ouarzazate,Drâa-Tafilalet,1,Toundoute,0.0,Zrizer,0.0,Taounate,94.63394342762064,False,
1098,Zoualet,Meknès,Fès-Meknès,1,Toulal,0.615,Toualet,0.857,Settat,94.65474209650583,False,
1099,Zouagha,Fès,Fès-Meknès,1,Louadaine,0.5,Ounagha,0.857,Essaouira,94.67554076539102,False,
1100,ait hmoudene,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.6,Ait Mimoune,0.783,Khemisset,94.69633943427621,False,
1101,ait hmed,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.625,Ait M'Hamed,0.842,Azilal,94.7171381031614,False,
1102,ait hdouch,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.667,Ait Daoud,0.737,Essaouira,94.7379367720466,False,
1103,Bouchamate,Taounate,Fès-Meknès,1,Bouadel,0.588,Bouhmame,0.778,Sidi Bennour,94.75873544093179,False,
1104,Boubria,Berkane,Oriental,1,Boughriba,0.75,Ourika,0.769,Al Haouz,94.77953410981698,False,
1105,Boubaan,Nador,Oriental,1,Bouarg,0.615,Boukraa,0.714,Laâyoune,94.80033277870216,False,
1106,Bouazoune,Taounate,Fès-Meknès,1,Ouaouzgane,0.737,Boulaouane,0.842,Sidi Bennour,94.82113144758735,False,
1107,Bouaziar,Azilal,Béni Mellal-Khénifra,1,Azilal,0.571,Aziar,0.769,Agadir-Ida Ou Tanane,94.84193011647254,False,
1108,Bouallou,Taounate,Fès-Meknès,1,Bouarouss,0.706,Bouhlou,0.8,Taza,94.86272878535773,False,
1109,Borj Mechkouk,Taounate,Fès-Meknès,1,Bouhouda,0.476,Bir Mezoui,0.609,Khouribga,94.88352745424292,False,
1110,ait boyoysef,Tinghir,Drâa-Tafilalet,1,Ait Ouassif,0.609,Ait Haddou Youssef,0.667,Taroudant,94.90432612312812,False,
1111,ait boyousef,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.7,Ait Haddou Youssef,0.733,Taroudant,94.9251247920133,False,
1112,ait bouyossef,Tinghir,Drâa-Tafilalet,1,Ait Ouassif,0.75,Ait Haddou Youssef,0.774,Taroudant,94.9459234608985,False,
1113,ait boulmane,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.7,Ait Boubidmane,0.846,El Hajeb,94.96672212978369,False,
1114,Ait s jbel,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Oulia,0.571,Bni Sidel Jbel,0.667,Nador,94.98752079866888,False,
1115,ait boubker,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.632,Sidi Boubker,0.783,Oujda-Angad,95.00831946755407,False,
1116,"A,Y,Ouali",Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Rouadi,0.533,Oualili,0.625,Meknès,95.02911813643927,False,
1117,Boumardoul,Tinghir,Drâa-Tafilalet,1,Bou Azmou,0.632,Bouarouss,0.737,Taounate,95.04991680532446,False,
1118,Boumalne kcer,Tinghir,Drâa-Tafilalet,1,Boumalne Dadès,0.741,Boumalne Dadès,0.741,Tinghir,95.07071547420965,False,
1119,Boumalne k,Tinghir,Drâa-Tafilalet,1,Boumalne Dadès,0.75,Boumalne Dadès,0.75,Tinghir,95.09151414309484,False,
1120,Boumalene,Ouarzazate,Drâa-Tafilalet,1,Toundoute,0.333,Boulemane,0.778,Boulemane,95.11231281198003,False,
1121,ait sakri,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.706,Ait Said,0.824,Essaouira,95.13311148086522,False,
1122,Boulaajat,Taroudant,Souss-Massa,1,Ouled Aissa,0.5,Loulja,0.667,Fès,95.15391014975042,False,
1123,ait ouglif,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.778,Ait Youl,0.778,Tinghir,95.17470881863561,False,
1124,Boukorra,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Bni Bouzra,0.556,Bouskoura,0.824,Nouaceur,95.1955074875208,False,
1125,ait oglif,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.706,Aglif,0.714,Essaouira,95.21630615640599,False,
1126,ait messoud,Tinghir,Drâa-Tafilalet,1,Ait Youl,0.632,Ait Melloul,0.727,Inezgane-Aït Melloul,95.23710482529118,False,
1127,ait mahdi,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.706,Ait Mait,0.824,Driouch,95.25790349417638,False,
1128,Boukora,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Bni Bouzra,0.588,Bouskoura,0.875,Nouaceur,95.27870216306157,False,
1129,Boukhalef,Guercif,Oriental,1,Bouchaouene,0.6,Bouhmame,0.706,Sidi Bennour,95.29950083194676,False,
1130,ait idit,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.625,Ait Said,0.75,Essaouira,95.32029950083195,False,
1131,ait iaala,Tinghir,Drâa-Tafilalet,1,Aït Elfarsi,0.5,Ait Iaaza,0.889,Taroudant,95.34109816971714,False,
1132,Boujdian,Larache,Tanger-Tétouan-Al Hoceïma,1,Souaken,0.533,Oujda,0.769,Oujda-Angad,95.36189683860233,False,
1133,aitali oyahya,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.476,Ait Yahya,0.818,Midelt,95.38269550748753,False,
1134,ait ziad,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.625,Ait Said,0.75,Essaouira,95.40349417637272,False,
1135,ait zelten,Essaouira,Marrakech-Safi,1,Tahelouante,0.476,Ait El Man,0.7,Boulemane,95.42429284525791,False,
1136,Boujarrah,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Bni Karrich,0.5,Bouarfa,0.75,Figuig,95.4450915141431,False,
1137,ait tazrine,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.632,Ait Zineb,0.8,Ouarzazate,95.46589018302829,False,
1138,ait tazarin,Tinghir,Drâa-Tafilalet,1,Aït Elfarsi,0.636,Tazarine,0.737,Taza,95.48668885191347,False,
1139,Bouigra,Chtouka-Aït Baha,Souss-Massa,1,Tizoughrane,0.556,Biougra,0.857,Inezgane-Aït Melloul,95.50748752079866,False,
1140,Boumya,Khénifra,Béni Mellal-Khénifra,1,Oum Rabia,0.533,Sbouya,0.833,Sidi Ifni,95.52828618968385,False,
1141,Al qods,Taza,Fès-Meknès,1,Bab Boudir,0.471,Al Oued,0.714,Chefchaouen,95.54908485856905,False,
1142,A.Gdah,Taounate,Fès-Meknès,1,Ain Legdah,0.625,Madagh,0.667,Berkane,95.56988352745424,False,
1143,A.D.C,Sidi Kacem,Rabat-Salé-Kénitra,1,Sidi Kacem,0.267,Agdz,0.444,Ouarzazate,95.59068219633943,False,
1144,Al qods,Nador,Oriental,1,Al Aroui,0.533,Al Oued,0.714,Chefchaouen,95.61148086522462,False,
1145,A. Taorirt,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Arbaa Taourirt,0.75,Taourirt,0.778,Taourirt,95.63227953410981,False,
1146,"A,taourirt",Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Arbaa Taourirt,0.75,Taourirt,0.889,Taourirt,95.653078202995,False,
1147,Al masjid,Nador,Oriental,1,Al Aroui,0.588,Al Mahbass,0.632,Assa-Zag,95.6738768718802,False,
1148,Al Wahda,Taza,Fès-Meknès,1,Outat El Haj,0.4,Lahdar,0.714,Youssoufia,95.69467554076539,False,
1149,Al Boustane,Meknès,Fès-Meknès,1,Dar Oum Soltane,0.692,Al Ouidane,0.762,Marrakech,95.71547420965058,False,
1150,Akdim,Tinghir,Drâa-Tafilalet,1,Ouaklim,0.667,Aklim,0.8,Berkane,95.73627287853577,False,
1151,bab merzk,Taza,Fès-Meknès,1,Bab Marzouka,0.762,Bab Marzouka,0.762,Taza,95.75707154742096,False,
1152,Akch hsiya,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.444,Lakhsas,0.588,Tiznit,95.77787021630616,False,
1153,b.bouayach,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Bni Bouayach,0.818,Bni Bouayach,0.818,Al Hoceïma,95.79866888519135,False,
1154,"b,s,louta",Nador,Oriental,1,Selouane,0.588,Louta,0.714,Al Hoceïma,95.81946755407654,False,
1155,arroui,Nador,Oriental,1,Al Aroui,0.714,Azrou,0.727,Ifrane,95.84026622296173,False,
1156,anonizme,Tinghir,Drâa-Tafilalet,1,Alnif,0.462,Tagounite,0.588,Zagora,95.86106489184692,False,
1157,amsa,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Azla,0.5,Assa,0.75,Assa-Zag,95.88186356073211,False,
1158,amejjaw,Driouch,Oriental,1,Amejjaou,0.8,Amejjaou,0.8,Driouch,95.9026622296173,False,
1159,amdnagh,Tinghir,Drâa-Tafilalet,1,Tinghir,0.429,Madagh,0.769,Berkane,95.9234608985025,False,
1160,amassine tondout,Tinghir,Drâa-Tafilalet,1,Assoul,0.455,Imintanoute,0.593,Chichaoua,95.94425956738769,False,
1161,alouahda,Taza,Fès-Meknès,1,Oulad Zbair,0.526,Lounasda,0.75,El Kelâa des Sraghna,95.96505823627288,False,
1162,almasjid,Nador,Oriental,1,Al Aroui,0.5,Lamssid,0.667,Boujdour,95.98585690515807,False,
1163,Aity wassif,Tinghir,Drâa-Tafilalet,1,Ait Ouassif,0.818,Ait Ouassif,0.818,Tinghir,96.00665557404326,False,
1164,boujdiane,Larache,Tanger-Tétouan-Al Hoceïma,1,Souaken,0.5,Bou Jedyane,0.8,Ouezzane,96.02745424292846,False,
1165,boujdian,Larache,Tanger-Tétouan-Al Hoceïma,1,Souaken,0.533,Oujda,0.769,Oujda-Angad,96.04825291181365,False,
1166,Ait sedrat jbel,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Oulia,0.75,Ait Sedrate Jbel El Oulia,0.75,Tinghir,96.06905158069884,False,
1167,bouachiba,Azilal,Béni Mellal-Khénifra,1,Ouaoula,0.5,Boughriba,0.778,Berkane,96.08985024958403,False,
1168,booujediane,Larache,Tanger-Tétouan-Al Hoceïma,1,Souaken,0.444,Bou Jedyane,0.818,Ouezzane,96.11064891846922,False,
1169,bohrou,Tinghir,Drâa-Tafilalet,1,Bou Azmou,0.533,Bouhlou,0.769,Taza,96.13144758735442,False,
1170,Charrate,Taounate,Fès-Meknès,1,Zarkat,0.571,Cherrat,0.8,Benslimane,96.15224625623961,False,
1171,bni enssar,Agadir-Ida Ou Tanane,Souss-Massa,1,Aziar,0.4,Beni Ansar,0.8,Nador,96.1730449251248,False,
1172,bizamame,Ouarzazate,Drâa-Tafilalet,1,Ouarzazate,0.444,Bir Tamtam,0.667,Sefrou,96.19384359400998,False,
1173,bin jradi,Taza,Fès-Meknès,1,Bab Boudir,0.421,Bir Jdid,0.706,Nouaceur,96.21464226289517,False,
1174,bibane,Taounate,Fès-Meknès,1,El Bibane,0.8,El Bibane,0.8,Taounate,96.23544093178036,False,
