rang,Commune_origine,Commune,Province,n_cas,DECISION_HUMAINE,niveau_resolution,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct
1,Taounate,Taounate,Taounate,17,Taounate,province,M'tioua,0.2,N'Kob,0.25,Tinghir,1.225666906993511
2,Tétouan,Tétouan,Tétouan,6,Tétouan,province,Mallalienne,0.435,Mzilate,0.526,Chichaoua,1.658255227108868
3,Sidi Kacem,Sidi Kacem,Sidi Kacem,5,Sidi Kacem,province,Sidi Kacem,0.308,N'Kob,0.5,Tinghir,2.0187454938716654
4,Azilal,Azilal,Azilal,5,Azilal,province,Bin El Ouidane,0.316,Bzou,0.444,El Kelâa des Sraghna,2.379235760634463
5,Azilal,Azilal,Azilal,4,Azilal,province,Moulay Aissa Ben Driss,0.276,Mibladen,0.533,Midelt,2.667627974044701
6,Guercif,Guercif,Guercif,4,Guercif,province,Saka,0.333,Zarkat,0.5,Taounate,2.9560201874549388
7,Chichaoua,Chichaoua,Chichaoua,4,Chichaoua,province,Gmassa,0.615,Assa,0.727,Assa-Zag,3.2444124008651767
8,Al Haouz,Al Haouz,Al Haouz,4,Al Haouz,province,Lalla Takarkoust,0.692,Tamegroute,0.7,Zagora,3.5328046142754146
9,Al Haouz,Al Haouz,Al Haouz,4,Al Haouz,province,Zerkten,0.0,Zrizer,0.0,Taounate,3.821196827685653
10,Taza,Taza,Taza,3,Taza,province,El Gouzate,0.5,M'Garto,0.588,Khouribga,4.037490987743331
11,Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,3,Agadir-Ida Ou Tanane,province,Ait Aissi Ihahane,0.333,Tichla,0.615,Aousserd,4.253785147801009
12,Ouarzazate,Ouarzazate,Ouarzazate,3,Ouarzazate,province,Toundoute,0.471,Ikniouen,0.875,Tinghir,4.470079307858688
13,Fquih Ben Salah,Fquih Ben Salah,Fquih Ben Salah,3,Fquih Ben Salah,province,Bejaad,0.5,Msila,0.727,Taza,4.686373467916367
14,Taza,Taza,Taza,3,Taza,province,Barkine,0.667,Bni Yagrine,0.737,Settat,4.902667627974044
15,Fès,Fès,Fès,3,Fès,province,Ain Kansra,0.421,Ain Harrouda,0.571,Médiouna,5.118961788031723
16,Béni Mellal,Béni Mellal,Béni Mellal,3,Béni Mellal,province,Naour,0.5,Zaïtoune,0.667,Tétouan,5.335255948089402
17,Driouch,Driouch,Driouch,3,Driouch,province,Dar El Kebdani,0.667,Dar El Kebdani,0.667,Driouch,5.55155010814708
18,Foum er,Béni Mellal,Béni Mellal,3,Béni Mellal,province,Foum El Anceur,0.667,Foum Jemaa,0.706,El Kelâa des Sraghna,5.767844268204758
19,Laanoucer,Sefrou,Sefrou,3,Sefrou,province,Laanoussar,0.737,Laanoussar,0.737,Sefrou,5.984138428262437
20,Lalla Aicha,Sidi Kacem,Sidi Kacem,3,Sidi Kacem,province,Bab Tiouka,0.19,Laagagcha,0.7,Sidi Bennour,6.200432588320116
21,"M,Bouchta",Taounate,Taounate,3,Taounate,province,Bouhouda,0.588,Bouchfaa,0.706,Taza,6.416726748377794
22,Mansoura,Chefchaouen,Chefchaouen,3,Chefchaouen,province,Bni Mansour,0.737,Mançoura,0.875,Taounate,6.633020908435472
23,ighrmloulne,Tinghir,Tinghir,3,Tinghir,province,Aghbalou N'Kerdous,0.483,Tighedouine,0.636,Al Haouz,6.849315068493151
24,segangan,Nador,Nador,3,Nador,province,Zeghanghane,0.737,Zeghanghane,0.737,Nador,7.065609228550829
25,Mbarek El bakay,Sefrou,Sefrou,3,Sefrou,province,Dar El Hamra,0.593,Dar El Hamra,0.593,Sefrou,7.281903388608508
26,Medina,Al Haouz,Al Haouz,3,Al Haouz,province,Oukaimeden,0.5,Médiouna,0.857,Nouaceur,7.498197548666186
27,Bouargane,Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,3,Agadir-Ida Ou Tanane,province,Imsouane,0.588,Ouirgane,0.824,Al Haouz,7.714491708723864
28,ait idr,Tinghir,Tinghir,3,Tinghir,province,Aït Hani,0.667,Ait Said,0.8,Essaouira,7.930785868781543
29,ait s jbel,Tinghir,Tinghir,3,Tinghir,province,Ait Sedrate Jbel El Oulia,0.571,Bni Sidel Jbel,0.667,Nador,8.147080028839222
30,ait slimane,Tinghir,Tinghir,3,Tinghir,province,Aït Hani,0.632,Sidi Slimane,0.783,Sidi Slimane,8.3633741888969
31,berraka,Nador,Nador,3,Nador,province,Hassi Berkane,0.5,Braksa,0.769,Khouribga,8.579668348954579
32,boumalne k,Tinghir,Tinghir,3,Tinghir,province,Boumalne Dadès,0.75,Boumalne Dadès,0.75,Tinghir,8.795962509012258
33,Bouazier,Azilal,Azilal,3,Azilal,province,Bin El Ouidane,0.455,Bouarg,0.714,Nador,9.012256669069934
34,Menara,Tinghir,Tinghir,3,Tinghir,province,Imider,0.5,Mnasra,0.833,Kénitra,9.228550829127611
35,Mesmoda,Ouezzane,Ouezzane,3,Ouezzane,province,Masmouda,0.8,Masmouda,0.8,Ouezzane,9.444844989185292
36,Municipalité,Nador,Nador,3,Nador,province,Beni Chiker,0.435,Mzilate,0.526,Chichaoua,9.66113914924297
37,MunicipalitéBM,Béni Mellal,Béni Mellal,3,Béni Mellal,province,Tilougguite,0.32,Bni Tadjite,0.48,Errachidia,9.877433309300647
38,Bit goulem,Taza,Taza,3,Taza,province,Bni Lent,0.556,Sebt Gzoula,0.667,Safi,10.093727469358328
39,My Idriss,Meknès,Meknès,3,Meknès,province,Moulay Idriss Zarhoun,0.6,Moulay Idriss Zarhoun,0.6,Meknès,10.310021629416006
40,Od Youssef,Settat,Settat,3,Settat,province,Guisser,0.471,Ouled Youssef,0.87,Fquih Ben Salah,10.526315789473683
41,"Ol,DAOUD",Taounate,Taounate,3,Taounate,province,Oulad Daoud,0.737,Oulad Daoud,0.737,Taounate,10.742609949531362
42,Beni Gorfat,Larache,Larache,3,Larache,province,Bni Garfett,0.727,Bni Garfett,0.727,Larache,10.95890410958904
43,Oued Laabid,Azilal,Azilal,3,Azilal,province,Agoudi N'Lkhair,0.538,Oued Naam,0.7,Errachidia,11.17519826964672
44,Ouizghet,Taounate,Taounate,3,Taounate,province,Ourtzagh,0.625,Ouizeght,0.875,Midelt,11.391492429704398
45,Oulad L'Harti,Larache,Larache,3,Larache,province,Oulad Ouchih,0.64,Oulad Chrif,0.75,Taza,11.607786589762076
46,Barraca,Nador,Nador,3,Nador,province,Bouarg,0.462,Brachoua,0.667,Skhirate-Témara,11.824080749819757
47,Tibihite,Béni Mellal,Béni Mellal,3,Béni Mellal,province,Tilougguite,0.526,Tighirt,0.667,Tiznit,12.040374909877434
48,Tighboula,Béni Mellal,Béni Mellal,3,Béni Mellal,province,Timoulilt,0.556,Tigouga,0.75,Taroudant,12.256669069935112
49,Walili,Meknès,Meknès,3,Meknès,province,Oualili,0.769,Talilit,0.769,Driouch,12.472963229992793
50,agouidir,Chichaoua,Chichaoua,3,Chichaoua,province,Ighoud,0.571,Agoudim,0.8,Midelt,12.689257390050468
51,Ben cheikh,Al Haouz,Al Haouz,3,Al Haouz,province,Ouneine,0.353,Beni Chiker,0.762,Nador,12.905551550108148
52,R'Ghiwa,Taounate,Taounate,3,Taounate,province,Rghioua,0.714,Rghioua,0.714,Taounate,13.121845710165823
53,Bab M'rouj,Taza,Taza,3,Taza,province,Bab Marzouka,0.727,Bab Marzouka,0.727,Taza,13.338139870223504
54,Rquen,Tinghir,Tinghir,3,Tinghir,province,Ikniouen,0.462,Tafraouten,0.533,Taroudant,13.554434030281184
55,S/R,Ouezzane,Ouezzane,3,Ouezzane,province,Sidi Bousber,0.4,Smara,0.5,Es-Semara,13.77072819033886
56,Safsaf,Sidi Kacem,Sidi Kacem,3,Sidi Kacem,province,Selfat,0.333,Sefsaf,0.833,Sidi Slimane,13.98702235039654
57,Sais,Fès,Fès,3,Fès,province,Ain Kansra,0.429,Assais,0.8,Taroudant,14.20331651045422
58,As jbel olia,Tinghir,Tinghir,3,Tinghir,province,Ferkla El Oulia,0.667,Ras El Ma,0.667,Berkane,14.419610670511895
59,Senhaja,Sefrou,Sefrou,3,Sefrou,province,Dar El Hamra,0.421,Senada,0.769,Al Hoceïma,14.635904830569574
60,Si a ben brahim,Azilal,Azilal,3,Azilal,province,Aït Abbas,0.5,Si Hsaien Ben Abderrahmane,0.683,El Jadida,14.852198990627253
61,Sidi A Tadeli,Sefrou,Sefrou,3,Sefrou,province,Ahl Sidi Lahcen,0.5,Sidi Al Kamel,0.769,Sidi Slimane,15.068493150684931
62,Sidi Ahmed Bouheddane,Ouezzane,Ouezzane,3,Ouezzane,province,Sidi Redouane,0.706,Sidi Ahmed Ou Amar,0.718,Taroudant,15.28478731074261
63,Sidi ahmed tadli,Sefrou,Sefrou,3,Sefrou,province,Sidi Youssef Ben Ahmed,0.526,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,15.501081470800289
64,Taddert,Guercif,Guercif,3,Guercif,province,Tissaf,0.308,Taddart,0.857,Taza,15.717375630857967
65,Ait mraou,Tinghir,Tinghir,3,Tinghir,province,Ait Youl,0.706,Aït Kamra,0.778,Al Hoceïma,15.933669790915646
66,Tassouite,Ouarzazate,Ouarzazate,3,Ouarzazate,province,Tansifte,0.706,Tassousfi,0.778,Tata,16.149963950973323
67,zte sidi kacem,Tétouan,Tétouan,3,Tétouan,province,Zaouiat Sidi Kacem,0.812,Sidi Kacem,0.833,Sidi Kacem,16.366258111031
68,wardana,Driouch,Driouch,3,Driouch,province,Ourdana,0.714,Argana,0.769,Taroudant,16.58255227108868
69,Haouafate,Sidi Kacem,Sidi Kacem,3,Sidi Kacem,province,Chbanate,0.588,Al Haouafate,0.857,Sidi Slimane,16.79884643114636
70,Hay Mohamadi,Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,3,Agadir-Ida Ou Tanane,province,Agadir,0.444,Mohammédia,0.636,Mohammedia,17.015140591204037
71,Hay mohamadi,Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,3,Agadir-Ida Ou Tanane,province,Agadir,0.444,Mohammédia,0.636,Mohammedia,17.231434751261716
72,Hdr,Guercif,Guercif,3,Guercif,province,Debdou,0.222,Lahdar,0.667,Youssoufia,17.447728911319395
73,Gouzat,Taza,Taza,3,Taza,province,El Gouzate,0.75,El Gouzate,0.75,Taza,17.664023071377073
74,A h said,Tinghir,Tinghir,3,Tinghir,province,Ferkla Es-Soufla,0.417,Ait Said,0.75,Essaouira,17.880317231434752
75,"A,chefkaoui",Al Haouz,Al Haouz,3,Al Haouz,province,Askaouen,0.526,Dar Chaoui,0.667,Tanger-Assilah,18.09661139149243
76,A. taourirt,Al Hoceïma,Al Hoceïma,3,Al Hoceïma,province,Arbaa Taourirt,0.8,Taourirt,0.842,Taourirt,18.31290555155011
77,tansgharte,Tinghir,Tinghir,3,Tinghir,province,Tinghir,0.588,Tamanarte,0.737,Assa-Zag,18.529199711607788
78,***,Azilal,Azilal,2,Azilal,province,Zaouiat Ahansal,0.0,Zrizer,0.0,Taounate,18.673395818312905
79,zouagha,Fès,Fès,2,Fès,province,Louadaine,0.5,Ounagha,0.857,Essaouira,18.817591925018025
80,tasouit,Tinghir,Tinghir,2,Tinghir,province,Assoul,0.615,Tarsouat,0.8,Chtouka-Aït Baha,18.96178803172314
81,tarmoucht,Tinghir,Tinghir,2,Tinghir,province,Bou Azmou,0.444,Tabaroucht,0.842,Béni Mellal,19.105984138428266
82,tansghart,Tinghir,Tinghir,2,Tinghir,province,Tinghir,0.625,Tanougha,0.706,Béni Mellal,19.250180245133382
83,sidi h o hamd,Essaouira,Essaouira,2,Essaouira,province,Sidi H'Mad Ou Hamed,0.812,Sidi H'Mad Ou Hamed,0.812,Essaouira,19.3943763518385
84,sidi ahmed tadli,Sefrou,Sefrou,2,Sefrou,province,Sidi Youssef Ben Ahmed,0.526,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,19.53857245854362
85,"A, kansara",Moulay Yacoub,Moulay Yacoub,2,Moulay Yacoub,province,Laajajra,0.556,Ain Kansra,0.8,Fès,19.68276856524874
86,A chefk,Al Haouz,Al Haouz,2,Al Haouz,province,Ahl Tifnoute,0.316,Ain Chkef,0.75,Fès,19.826964671953856
87,Ghorm Alem,Béni Mellal,Béni Mellal,2,Béni Mellal,province,Oulad M'Barek,0.435,Laghoualem,0.7,Benslimane,19.971160778658977
88,Gfifat,Taroudant,Taroudant,2,Taroudant,province,Freija,0.5,Lagfifat,0.857,Chtouka-Aït Baha,20.115356885364097
89,Hay Elmohammadi,Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,2,Agadir-Ida Ou Tanane,province,Agadir,0.381,Mohammédia,0.64,Mohammedia,20.259552992069214
90,Hamria,Moulay Yacoub,Moulay Yacoub,2,Moulay Yacoub,province,Charqaoua,0.533,Lamrija,0.769,Guercif,20.40374909877433
91,zaouit nogart,Tinghir,Tinghir,2,Tinghir,province,Ait Ouassif,0.5,Zaouiat Saiss,0.615,Sidi Bennour,20.54794520547945
92,tlat boubker,Driouch,Driouch,2,Driouch,province,Oulad Boubker,0.8,Oulad Boubker,0.8,Driouch,20.69214131218457
93,tissli,Tinghir,Tinghir,2,Tinghir,province,Tilmi,0.727,Tissint,0.769,Tata,20.83633741888969
94,tibihite,Béni Mellal,Béni Mellal,2,Béni Mellal,province,Tilougguite,0.526,Tighirt,0.667,Tiznit,20.980533525594808
95,tazzakht,Tinghir,Tinghir,2,Tinghir,province,Outerbat,0.375,Taznakht,0.875,Ouarzazate,21.12472963229993
96,A S Jbel,Tinghir,Tinghir,2,Tinghir,province,Ait Sedrate Jbel El Oulia,0.485,Bni Sidel Jbel,0.636,Nador,21.26892573900505
97,A H oyahya,Tinghir,Tinghir,2,Tinghir,province,Aït Hani,0.444,Ait Yahya,0.737,Midelt,21.413121845710165
98,A H Said,Tinghir,Tinghir,2,Tinghir,province,Ferkla Es-Soufla,0.417,Ait Said,0.75,Essaouira,21.55731795241529
99,Tasouit,Tinghir,Tinghir,2,Tinghir,province,Assoul,0.615,Tarsouat,0.8,Chtouka-Aït Baha,21.7015140591204
100,Tarmast,Fquih Ben Salah,Fquih Ben Salah,2,Fquih Ben Salah,province,Tachraft,0.667,Tarmigt,0.714,Ouarzazate,21.845710165825523
101,Alhaouz,Al Haouz,Al Haouz,2,Al Haouz,province,Tahannaout,0.588,Haouza,0.769,Es-Semara,21.989906272530643
102,Ait oum bakht,Béni Mellal,Béni Mellal,2,Béni Mellal,province,Ait Ouqabli,0.583,Ait Oum El Bekht,0.828,Khénifra,22.13410237923576
103,Ait majber,Tinghir,Tinghir,2,Tinghir,province,Aït Elfarsi,0.571,Aït Majden,0.8,Azilal,22.27829848594088
104,Taoujtat,El Hajeb,El Hajeb,2,El Hajeb,province,Agourai,0.533,Tazouta,0.8,Sefrou,22.422494592646
105,Takerkouste,Al Haouz,Al Haouz,2,Al Haouz,province,Lalla Takarkoust,0.667,Tamegroute,0.762,Zagora,22.56669069935112
106,Taglafte,Azilal,Azilal,2,Azilal,province,Tanant,0.571,Tagleft,0.8,Béni Mellal,22.71088680605624
107,Tadout,Boulemane,Boulemane,2,Boulemane,province,Talzemt,0.462,Tazouta,0.769,Sefrou,22.855082912761358
108,Tabrkhachet,Tinghir,Tinghir,2,Tinghir,province,Souk Lakhmis Dades,0.345,Tabaroucht,0.667,Béni Mellal,22.999279019466474
109,Syba,Chichaoua,Chichaoua,2,Chichaoua,province,Saidate,0.364,Sbouya,0.6,Sidi Ifni,23.143475126171595
110,Souk laarbaa,Kénitra,Kénitra,2,Kénitra,province,Oulad Slama,0.522,Souk Tolba,0.727,Larache,23.28767123287671
111,Skhinat,Fès,Fès,2,Fès,province,Ain Bida,0.4,Skhirate,0.8,Skhirate-Témara,23.43186733958183
112,Arroui,Nador,Nador,2,Nador,province,Al Aroui,0.714,Azrou,0.727,Ifrane,23.576063446286952
113,Aoulos,Taroudant,Taroudant,2,Taroudant,province,Aoulouz,0.769,Aoulouz,0.769,Taroudant,23.72025955299207
114,Amria 2,Béni Mellal,Béni Mellal,2,Béni Mellal,province,Had Bradia,0.471,Lamrija,0.714,Guercif,23.86445565969719
115,Amria,Béni Mellal,Béni Mellal,2,Béni Mellal,province,Had Bradia,0.533,Lamrija,0.833,Guercif,24.008651766402306
116,Alwahda,Taza,Taza,2,Taza,province,Tahla,0.5,Lahdar,0.769,Youssoufia,24.152847873107422
117,Alouhda,Taza,Taza,2,Taza,province,Bouchfaa,0.533,Tabouda,0.714,Chefchaouen,24.297043979812543
118,Sidi Abdelaziz,Sidi Slimane,Sidi Slimane,2,Sidi Slimane,province,Sidi Al Kamel,0.593,Sidi Abdeljalil,0.828,Safi,24.441240086517663
119,"Sidi A,Tadli",Sefrou,Sefrou,2,Sefrou,province,Ahl Sidi Lahcen,0.444,Sidi Ali,0.8,Zagora,24.585436193222783
120,Sgangan,Nador,Nador,2,Nador,province,Zeghanghane,0.667,Sgamna,0.769,Khouribga,24.729632299927903
121,Segangan,Nador,Nador,2,Nador,province,Zeghanghane,0.737,Zeghanghane,0.737,Nador,24.87382840663302
122,Sebab,Guercif,Guercif,2,Guercif,province,Assebbab,0.769,Assebbab,0.769,Guercif,25.01802451333814
123,Sbab,Guercif,Guercif,2,Guercif,province,Assebbab,0.667,Assebbab,0.667,Guercif,25.162220620043257
124,Azlaf,Driouch,Driouch,2,Driouch,province,Tleta Azlef,0.5,Azla,0.889,Tétouan,25.306416726748377
125,As s charkia,Tinghir,Tinghir,2,Tinghir,province,Ait Sedrate Sahl Charkia,0.611,Meknassa Acharqia,0.621,Taza,25.450612833453494
126,As jbel sofla,Tinghir,Tinghir,2,Tinghir,province,Ait Sedrate Jbel El Soufla,0.667,Ait Sedrate Jbel El Soufla,0.667,Tinghir,25.59480894015861
127,As Jbel,Tinghir,Tinghir,2,Tinghir,province,Assoul,0.462,Jbiel,0.667,El Kelâa des Sraghna,25.73900504686373
128,Sab,Moulay Yacoub,Moulay Yacoub,2,Moulay Yacoub,province,Sidi El Abed,0.4,Sabbah,0.667,Skhirate-Témara,25.88320115356885
129,Sab,Azilal,Azilal,2,Azilal,province,Tabia,0.5,Sabbah,0.667,Skhirate-Témara,26.02739726027397
130,S.M.B.L,Taounate,Taounate,2,Taounate,province,Bouadel,0.286,Mibladen,0.4,Midelt,26.17159336697909
131,S-A-Ouhamd,Essaouira,Essaouira,2,Essaouira,province,Sidi H'Mad Ou Hamed,0.69,Sidi H'Mad Ou Hamed,0.69,Essaouira,26.31578947368421
132,"S,Fasma",Al Haouz,Al Haouz,2,Al Haouz,province,Sti Fadma,0.625,Sti Fadma,0.625,Al Haouz,26.45998558038933
133,S'Rima,Taounate,Taounate,2,Taounate,province,Rghioua,0.462,Rima,0.8,Settat,26.60418168709445
134,S A Hamd,Essaouira,Essaouira,2,Essaouira,province,Sidi H'Mad Ou Hamed,0.593,Ras Ain Rhamna,0.636,Marrakech,26.74837779379957
135,B.S. louta,Nador,Nador,2,Nador,province,Bni Sidel Louta,0.64,Louta,0.667,Al Hoceïma,26.892573900504686
136,B.Hmed,Chefchaouen,Chefchaouen,2,Chefchaouen,province,Bni Ahmed Gharbia,0.435,Ben Ahmed,0.667,Khouribga,27.036770007209807
137,B.Bch,Al Hoceïma,Al Hoceïma,2,Al Hoceïma,province,Bni Bouayach,0.471,Sabbah,0.545,Skhirate-Témara,27.180966113914923
138,B'sabsa,Taounate,Taounate,2,Taounate,province,El Bsabsa,0.75,El Bsabsa,0.75,Taounate,27.325162220620044
139,B'Sabsa,Taounate,Taounate,2,Taounate,province,El Bsabsa,0.75,El Bsabsa,0.75,Taounate,27.46935832732516
140,Ribat Elkher,Sefrou,Sefrou,2,Sefrou,province,Dar El Hamra,0.5,Mers El Kheir,0.64,Skhirate-Témara,27.61355443403028
141,RassLoued,Taounate,Taounate,2,Taounate,province,Ras El Oued,0.8,Ras El Oued,0.8,Taounate,27.7577505407354
142,Ras Alam,Moulay Yacoub,Moulay Yacoub,2,Moulay Yacoub,province,Sebt Loudaya,0.2,Ras Al Ain,0.778,Settat,27.90194664744052
143,Qods1,Taza,Taza,2,Taza,province,Oued Amlil,0.267,Adis,0.444,Tata,28.04614275414564
144,Qods,Taza,Taza,2,Taza,province,Oued Amlil,0.286,Adis,0.5,Tata,28.19033886085076
145,"Q,Industriel",Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,2,Agadir-Ida Ou Tanane,province,Aqesri,0.444,Tindine,0.526,Taroudant,28.334534967555875
146,Oum bakht,Béni Mellal,Béni Mellal,2,Béni Mellal,province,Oulad M'Barek,0.636,Ait Oum El Bekht,0.64,Khénifra,28.478731074260995
147,ait hamou oussaid,Tinghir,Tinghir,2,Tinghir,province,Ait Ouassif,0.643,Ait Haddou Youssef,0.743,Taroudant,28.62292718096612
148,ait gmate,Tinghir,Tinghir,2,Tinghir,province,Aït Hani,0.588,Ait Mait,0.824,Driouch,28.767123287671232
149,ait driss,Tinghir,Tinghir,2,Tinghir,province,Ait Ouassif,0.6,Ait Oumdis,0.737,Ouarzazate,28.911319394376356
150,ait boullal,Tinghir,Tinghir,2,Tinghir,province,Ait Youl,0.737,Ait Ouallal,0.909,Zagora,29.05551550108147
151,ait boamrane,Tinghir,Tinghir,2,Tinghir,province,Aït Hani,0.6,Ait Naamane,0.783,El Hajeb,29.19971160778659
152,ain bziz,Meknès,Meknès,2,Meknès,province,Aïn Orma,0.5,Ain Sbit,0.75,Khemisset,29.34390771449171
153,Zerhoune,Meknès,Meknès,2,Meknès,province,Ouislane,0.5,Mzefroune,0.824,Ouezzane,29.488103821196827
154,Z'Rizar,Taounate,Taounate,2,Taounate,province,Zrizer,0.769,Zrizer,0.769,Taounate,29.632299927901947
155,Toufist,Al Hoceïma,Al Hoceïma,2,Al Hoceïma,province,Targuist,0.667,Tounfit,0.857,Midelt,29.776496034607067
156,Tizagui,Azilal,Azilal,2,Azilal,province,Tisqi,0.5,Touizgui,0.8,Assa-Zag,29.920692141312184
157,Timskalte,Tinghir,Tinghir,2,Tinghir,province,Tilmi,0.429,Takate,0.667,Essaouira,30.064888248017304
158,Tessa,Taounate,Taounate,2,Taounate,province,Tissa,0.8,Tissa,0.8,Taounate,30.20908435472242
159,Ben Yazgha,Sefrou,Sefrou,2,Sefrou,province,Mtarnagha,0.526,Beni Ftah,0.632,Taza,30.35328046142754
160,Bel,Sidi Kacem,Sidi Kacem,2,Sidi Kacem,province,Selfat,0.444,Jbiel,0.75,El Kelâa des Sraghna,30.49747656813266
161,Barraka,Nador,Nador,2,Nador,province,Arekmane,0.4,Braksa,0.769,Khouribga,30.64167267483778
162,Ouled Boukhadou,Fquih Ben Salah,Fquih Ben Salah,2,Fquih Ben Salah,province,Ouled Bourahmoune,0.75,Oulad Boughadi,0.759,Khouribga,30.7858687815429
163,Oulad-Tahar,Taounate,Taounate,2,Taounate,province,Oulad Daoud,0.636,Oulad Amghar,0.87,Al Hoceïma,30.93006488824802
164,Ouidane,Al Haouz,Al Haouz,2,Al Haouz,province,Ouirgane,0.8,Al Ouidane,0.824,Marrakech,31.074260994953136
165,Oued elabid,Azilal,Azilal,2,Azilal,province,Ouaoula,0.444,Oued Laou,0.7,Tétouan,31.218457101658256
166,Oued Romman,Meknès,Meknès,2,Meknès,province,Oued Jdida,0.571,Oued Ifrane,0.727,Khénifra,31.362653208363373
167,Ouald Bder,Ouezzane,Ouezzane,2,Ouezzane,province,Moulay Abdelkader,0.593,Oulad Berhil,0.727,Taroudant,31.506849315068493
168,Oled Bder,Ouezzane,Ouezzane,2,Ouezzane,province,Moulay Abdelkader,0.538,Ouled Zidane,0.667,Berrechid,31.651045421773613
169,Bensergao,Ouarzazate,Ouarzazate,2,Ouarzazate,province,Amerzgane,0.444,El Kansera,0.632,Khemisset,31.79524152847873
170,Bensergao,Agadir-Ida Ou Tanane,Agadir-Ida Ou Tanane,2,Agadir-Ida Ou Tanane,province,Idmine,0.133,El Kansera,0.632,Khemisset,31.93943763518385
171,Beni Gorfet,Larache,Larache,2,Larache,province,Bni Garfett,0.818,Bni Garfett,0.818,Larache,32.08363374188897
172,Bencharrou,Béni Mellal,Béni Mellal,2,Béni Mellal,province,Naour,0.533,Ben Maachou,0.667,El Jadida,32.22782984859409
173,Oel Bousalham,Taounate,Taounate,2,Taounate,province,El Bsabsa,0.636,Moulay Bousselham,0.733,Larache,32.37202595529921
174,Od Ziane,Fquih Ben Salah,Fquih Ben Salah,2,Fquih Ben Salah,province,Oulad Zmam,0.556,Ouled Zidane,0.8,Berrechid,32.516222062004324
175,Od Tahar,Taounate,Taounate,2,Taounate,province,Oued Jemaa,0.556,Oulad Amghar,0.7,Al Hoceïma,32.66041816870945
176,Od Soltane,Sidi Kacem,Sidi Kacem,2,Sidi Kacem,province,Oulad Nouel,0.476,Dar Oum Soltane,0.72,Meknès,32.804614275414565
177,Od Barkate,Fquih Ben Salah,Fquih Ben Salah,2,Fquih Ben Salah,province,Ouled Bourahmoune,0.444,Oulad Amrane,0.636,Youssoufia,32.94881038211968
178,"N°6830,Sidi Belkacem",Inezgane-Aït Melloul,Inezgane-Aït Melloul,2,Inezgane-Aït Melloul,province,Sidi Bibi,0.429,Sidi Kacem,0.69,Sidi Kacem,33.0930064888248
179,Médina,Al Haouz,Al Haouz,2,Al Haouz,province,Oukaimeden,0.5,Médiouna,0.857,Nouaceur,33.23720259552992
180,"My,Bouchta",Taounate,Taounate,2,Taounate,province,Bouhouda,0.556,Moulay Bouchta,0.75,Moulay Yacoub,33.38139870223504
181,My thami,Ouezzane,Ouezzane,2,Ouezzane,province,Masmouda,0.375,Tamri,0.615,Agadir-Ida Ou Tanane,33.52559480894016
182,Bnisadden,Sefrou,Sefrou,2,Sefrou,province,Ahl Sidi Lahcen,0.333,Bni Said,0.706,Tétouan,33.66979091564528
183,Bni wanjel,Taounate,Taounate,2,Taounate,province,Bni Rzine,0.632,Bni Zrantel,0.762,Béni Mellal,33.8139870223504
184,Bit Ghoulam,Taza,Taza,2,Taza,province,Tahla,0.5,Sebt Gzoula,0.727,Safi,33.95818312905551
185,Mokrisset,Ouezzane,Ouezzane,2,Ouezzane,province,Lamrabih,0.353,Moqrisset,0.889,Chefchaouen,34.10237923576064
186,Mokrissat,Chefchaouen,Chefchaouen,2,Chefchaouen,province,Moqrisset,0.778,Moqrisset,0.778,Chefchaouen,34.24657534246575
187,Mly Hassan,Tétouan,Tétouan,2,Tétouan,province,Bni Arouss,0.4,Massa,0.667,Tiznit,34.39077144917087
188,Mezguitem,Guercif,Guercif,2,Guercif,province,Mazguitam,0.778,Mezguita,0.824,Ouarzazate,34.534967555875994
189,Mesker,Ouezzane,Ouezzane,2,Ouezzane,province,Moulay Abdelkader,0.435,Meskoura,0.714,Khouribga,34.67916366258111
190,Menara,Taroudant,Taroudant,2,Taroudant,province,Lamhara,0.615,Mnasra,0.833,Kénitra,34.82335976928623
191,Menara,Ouarzazate,Ouarzazate,2,Ouarzazate,province,Afra,0.6,Mnasra,0.833,Kénitra,34.96755587599135
192,Menara,Béni Mellal,Béni Mellal,2,Béni Mellal,province,Naour,0.545,Mnasra,0.833,Kénitra,35.11175198269647
193,hadkouret,Sidi Kacem,Sidi Kacem,2,Sidi Kacem,province,Taoughilt,0.444,Had Kourt,0.889,Ouezzane,35.255948089401585
194,boumardoul,Tinghir,Tinghir,2,Tinghir,province,Bou Azmou,0.632,Bouarouss,0.737,Taounate,35.4001441961067
195,bouchair,Settat,Settat,2,Settat,province,Oulad Sghir,0.526,Bouqachmir,0.778,Khemisset,35.544340302811825
196,bni enssar,Nador,Nador,2,Nador,province,Beni Ansar,0.8,Beni Ansar,0.8,Nador,35.68853640951694
